""	"rho"	"Pval"	"SE"	"Tval"	"n"	"FDR"
"GO_BRANCHIOMOTOR_NEURON_AXON_GUIDANCE"	-0.0283198244909891	1	0.0196643466122337	-1.44016096997449	2586	1
"GO_BRCA1_A_COMPLEX"	-0.0366270444550492	1	0.0196590369054272	-1.86311489373814	2586	1
"GO_BRISC_COMPLEX"	-0.0327138670450736	1	0.0196617074808246	-1.66383652472595	2586	1
"GO_BRONCHUS_DEVELOPMENT"	-0.0790792817198719	0.354608939007386	0.0196106299285103	-4.03247024741949	2586	1
"GO_BROWN_FAT_CELL_DIFFERENTIATION"	0.0261128867483616	1	0.0196655286598462	1.32785073821482	2586	1
"GO_BRUSH_BORDER"	0.163934825394146	4.65452146982102e-13	0.0194060945732995	8.44759489215829	2586	4.43063898712263e-09
"GO_BRUSH_BORDER_ASSEMBLY"	-0.112510936835992	7.91919597471869e-05	0.0195473277481741	-5.75582188447737	2586	0.65056194932314
"GO_BRUSH_BORDER_MEMBRANE"	0.030173473342238	1	0.0196632796640455	1.53450868104218	2586	1
"GO_BUBBLE_DNA_BINDING"	0.0105892668039941	1	0.019671133903941	0.538315018122701	2586	1
"GO_BUD_ELONGATION_INVOLVED_IN_LUNG_BRANCHING"	0.0112090962657215	1	0.0196710009976114	0.569828463080377	2586	1
"GO_BUNDLE_OF_HIS_CELL_TO_PURKINJE_MYOCYTE_COMMUNICATION"	-0.0876493165445559	0.0547280747527142	0.019596526170931	-4.47269662898584	2586	1
"GO_BUNDLE_OF_HIS_CELL_TO_PURKINJE_MYOCYTE_SIGNALING"	-0.0872367288564446	0.060103974001077	0.0195972386332992	-4.45148066463883	2586	1
"GO_BUTYRATE_COA_LIGASE_ACTIVITY"	-0.080051128551198	0.289678614180394	0.0196091039308987	-4.08234505938127	2586	1
"GO_C_ACETYLTRANSFERASE_ACTIVITY"	0.00699039350815516	1	0.0196717562304008	0.355351775727689	2586	1
"GO_C_ACYLTRANSFERASE_ACTIVITY"	0.0616092923584396	1	0.0196348663855392	3.13774950889475	2586	1
"GO_C_C_CHEMOKINE_BINDING"	0.13867357915753	1.28602270776455e-08	0.0194821665540355	7.11797524022321	2586	0.000117040926633652
"GO_C_PALMITOYLTRANSFERASE_ACTIVITY"	-0.032736963446453	1	0.019661692603806	-1.66501247405913	2586	1
"GO_C_TERMINAL_PROTEIN_AMINO_ACID_MODIFICATION"	-0.0225155624908439	1	0.0196672498262916	-1.14482516313718	2586	1
"GO_C_TERMINAL_PROTEIN_DEGLUTAMYLATION"	-0.130010482815436	2.86448862999666e-07	0.0195052711217192	-6.665402495773	2586	0.00255225936932702
"GO_C_TERMINAL_PROTEIN_LIPIDATION"	-0.025847346383575	1	0.0196656644199023	-1.31433883095334	2586	1
"GO_C_X_C_CHEMOKINE_BINDING"	0.0302976309047272	1	0.0196632057812309	1.54082865438184	2586	1
"GO_C_X_C_CHEMOKINE_RECEPTOR_ACTIVITY"	0.230242538897306	1.86088841691599e-28	0.0191437083295696	12.0270605325547	2586	1.86870414826704e-24
"GO_C_X3_C_CHEMOKINE_BINDING"	0.0576890284517209	1	0.0196394747648407	2.93740179625363	2586	1
"GO_C21_STEROID_HORMONE_BIOSYNTHETIC_PROCESS"	0.06844934285528	1	0.0196260974872346	3.48766956343723	2586	1
"GO_C21_STEROID_HORMONE_METABOLIC_PROCESS"	0.04449768309631	1	0.0196527512884067	2.26419611398428	2586	1
"GO_C2H2_ZINC_FINGER_DOMAIN_BINDING"	-0.047445424794274	1	0.0196500826346557	-2.41451528099924	2586	1
"GO_C3HC4_TYPE_RING_FINGER_DOMAIN_BINDING"	0.305703738585742	4.62765709081483e-53	0.0187304616902395	16.3212067935862	2586	4.72807724968551e-49
"GO_C4_DICARBOXYLATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY"	-0.044822894864427	1	0.0196524652824527	-2.28077720633088	2586	1
"GO_C4_DICARBOXYLATE_TRANSPORT"	-0.0461338786764165	1	0.0196512911805115	-2.34762582532837	2586	1
"GO_CADHERIN_BINDING"	0.151266342811899	9.80130870429347e-11	0.0194458692750504	7.77884190582203	2586	9.1544223298101e-07
"GO_CADHERIN_BINDING_INVOLVED_IN_CELL_CELL_ADHESION"	0.203984538812432	1.0736078436934e-21	0.0192586105940824	10.5918616411046	2586	1.06297912604084e-17
"GO_CADMIUM_ION_BINDING"	-0.0990553646814921	0.00335232877382444	0.0195754873206782	-5.06017362729237	2586	1
"GO_CAJAL_BODY"	0.0215950064477777	1	0.0196676493314049	1.09799631282297	2586	1
"GO_CALCINEURIN_COMPLEX"	-0.0530492494356747	1	0.0196445363520881	-2.7004582080674	2586	1
"GO_CALCINEURIN_MEDIATED_SIGNALING"	0.0561717435596267	1	0.0196411768060279	2.85989704763452	2586	1
"GO_CALCITONIN_FAMILY_RECEPTOR_ACTIVITY"	-0.105048634796927	0.000672214017254109	0.0195633920812365	-5.3696533996106	2586	1
"GO_CALCITONIN_FAMILY_RECEPTOR_COMPLEX"	-0.127861095440031	5.98906873365668e-07	0.0195107688399201	-6.55336017196925	2586	0.00530138977407175
"GO_CALCITONIN_FAMILY_RECEPTOR_SIGNALING_PATHWAY"	-0.128288362481647	5.17815660709724e-07	0.0195096833944088	-6.57562503133255	2586	0.00458991801653099
"GO_CALCIUM_ACTIVATED_CATION_CHANNEL_ACTIVITY"	-0.0728512129313171	1	0.0196199642113777	-3.71311650451791	2586	1
"GO_CALCIUM_ACTIVATED_PHOSPHOLIPID_SCRAMBLING"	-0.0613386916303882	1	0.0196351942514706	-3.12391570181661	2586	1
"GO_CALCIUM_ACTIVATED_POTASSIUM_CHANNEL_ACTIVITY"	-0.0791793438868015	0.347541840524572	0.0196104736767299	-4.03760486319904	2586	1
"GO_CALCIUM_AND_CALMODULIN_DEPENDENT_PROTEIN_KINASE_COMPLEX"	-0.0776434200071429	0.47800047705458	0.0196128501990254	-3.95880349970762	2586	1
"GO_CALCIUM_CATION_ANTIPORTER_ACTIVITY"	0.0126684089672473	1	0.0196706582360364	0.644025675970463	2586	1
"GO_CALCIUM_CHANNEL_COMPLEX"	-0.00632336563843504	1	0.0196718435834507	-0.321442452081852	2586	1
"GO_CALCIUM_CHANNEL_INHIBITOR_ACTIVITY"	0.0665493854186529	1	0.0196286261395326	3.3904250325814	2586	1
"GO_CALCIUM_CHANNEL_REGULATOR_ACTIVITY"	0.0552799237315328	1	0.0196421559867582	2.81435112157748	2586	1
"GO_CALCIUM_DEPENDENT_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES"	-0.177598121826307	8.79465939964683e-16	0.0193595092585558	-9.17368924255242	2586	8.51586869667803e-12
"GO_CALCIUM_DEPENDENT_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY"	0.000173595812106576	1	0.0196722365876994	0.00882440648437106	2586	1
"GO_CALCIUM_DEPENDENT_PHOSPHOLIPASE_A2_ACTIVITY"	-0.104552791970645	0.000770300834323036	0.0195644200033181	-5.34402716527825	2586	1
"GO_CALCIUM_DEPENDENT_PHOSPHOLIPID_BINDING"	0.139572727373711	9.20880540219492e-09	0.0194796815411954	7.16504153718043	2586	8.39658876572133e-05
"GO_CALCIUM_DEPENDENT_PROTEIN_BINDING"	0.138762804303611	1.24440089674964e-08	0.0194819206907585	7.12264496433532	2586	0.000113290257640087
"GO_CALCIUM_DEPENDENT_PROTEIN_KINASE_ACTIVITY"	0.0426895790492219	1	0.0196543033660617	2.17202198694748	2586	1
"GO_CALCIUM_DEPENDENT_PROTEIN_SERINE_THREONINE_PHOSPHATASE_ACTIVITY"	-0.0490807742597955	1	0.0196485281513191	-2.49793642973203	2586	1
"GO_CALCIUM_IMPORT_INTO_THE_MITOCHONDRION"	-0.110736413390056	0.000133659427567175	0.0195512489084812	-5.66390484354269	2586	1
"GO_CALCIUM_INDEPENDENT_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES"	-0.108247800776372	0.000273596357850452	0.0195566416947237	-5.53509147767312	2586	1
"GO_CALCIUM_INDEPENDENT_PHOSPHOLIPASE_A2_ACTIVITY"	0.0182908771208611	1	0.0196689458745664	0.929936827194829	2586	1
"GO_CALCIUM_ION_BINDING"	0.0944312054300812	0.0108359920140216	0.0195843293194338	4.82177377074514	2586	1
"GO_CALCIUM_ION_EXPORT"	0.0180622307522685	1	0.0196690276459526	0.918308270108373	2586	1
"GO_CALCIUM_ION_EXPORT_ACROSS_PLASMA_MEMBRANE"	0.0113958990521548	1	0.0196709594602156	0.579326040257616	2586	1
"GO_CALCIUM_ION_IMPORT"	0.0492186639425176	1	0.0196483946665377	2.50497125988312	2586	1
"GO_CALCIUM_ION_IMPORT_INTO_CYTOSOL"	0.0952261659097665	0.00889712452155308	0.0195828396134052	4.86273532284769	2586	1
"GO_CALCIUM_ION_IMPORT_INTO_SARCOPLASMIC_RETICULUM"	-0.0636112901152397	1	0.0196323957073825	-3.24011858070482	2586	1
"GO_CALCIUM_ION_REGULATED_EXOCYTOSIS"	-0.037382264468344	1	0.0196584867553567	-1.9015840300199	2586	1
"GO_CALCIUM_ION_REGULATED_EXOCYTOSIS_OF_NEUROTRANSMITTER"	-0.061763060885033	1	0.0196346794306126	-3.14561086180697	2586	1
"GO_CALCIUM_ION_TRANSMEMBRANE_IMPORT_INTO_CYTOSOL"	0.0793096978631109	0.338422556889501	0.0196102698246292	4.04429406491406	2586	1
"GO_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT"	0.0674256806944897	1	0.0196274687625362	3.43527132867932	2586	1
"GO_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT_VIA_HIGH_VOLTAGE_GATED_CALCIUM_CHANNEL"	-0.0430497854735977	1	0.0196539993091264	-2.19038297480795	2586	1
"GO_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY"	0.0364701315323372	1	0.0196591498000666	1.8551225207213	2586	1
"GO_CALCIUM_MEDIATED_SIGNALING"	0.176662270255704	1.37424538731916e-15	0.0193628226714635	9.12378702491891	2586	1.32930756315383e-11
"GO_CALCIUM_MEDIATED_SIGNALING_USING_INTRACELLULAR_CALCIUM_SOURCE"	0.0443927148058354	1	0.0196528431567948	2.25884440493726	2586	1
"GO_CALCIUM_POTASSIUM_SODIUM_ANTIPORTER_ACTIVITY"	-0.0800369277174822	0.290490705413857	0.0196091263641526	-4.0816161939676	2586	1
"GO_CALCIUM_RELEASE_CHANNEL_ACTIVITY"	-0.130682778226802	2.26822353767229e-07	0.0195035323810481	-6.70046716018419	2586	0.00202484315208005
"GO_CALCIUM_SENSITIVE_GUANYLATE_CYCLASE_ACTIVATOR_ACTIVITY"	-0.110454091063195	0.000145063590234549	0.0195518669360238	-5.64928614871484	2586	1
"GO_CALCIUM_TRANSMEMBRANE_TRANSPORTER_ACTIVITY_PHOSPHORYLATIVE_MECHANISM"	0.0266071732438448	1	0.0196652722531627	1.35300304523196	2586	1
"GO_CALMODULIN_BINDING"	0.00571110121069777	1	0.0196719160600012	0.290317485763886	2586	1
"GO_CALMODULIN_DEPENDENT_KINASE_SIGNALING_PATHWAY"	-0.0585616923738591	1	0.0196384752221355	-2.9819877414847	2586	1
"GO_CALMODULIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY"	0.0168670476577683	1	0.0196694383359502	0.857525637981242	2586	1
"GO_CALMODULIN_DEPENDENT_PROTEIN_PHOSPHATASE_ACTIVITY"	-0.044351756186955	1	0.0196528789448683	-2.25675618881966	2586	1
"GO_CALYX_OF_HELD"	-0.0871001768878186	0.0620116253358169	0.0195974736871165	-4.44445943790595	2586	1
"GO_CAMERA_TYPE_EYE_MORPHOGENESIS"	-0.0206954824613056	1	0.0196680235939452	-1.05224006685027	2586	1
"GO_CAMERA_TYPE_EYE_PHOTORECEPTOR_CELL_DIFFERENTIATION"	-0.0596070631598815	1	0.0196372580382058	-3.03540662570668	2586	1
"GO_CAMP_BINDING"	0.0435493291115763	1	0.0196535733988212	2.21584788821092	2586	1
"GO_CAMP_BIOSYNTHETIC_PROCESS"	-0.0937179264263714	0.0129408074868094	0.019585655234634	-4.78502890526975	2586	1
"GO_CAMP_CATABOLIC_PROCESS"	0.0917380942536223	0.0209330915218705	0.0195892824094806	4.68307579297666	2586	1
"GO_CAMP_DEPENDENT_PROTEIN_KINASE_ACTIVITY"	0.0689244376313989	1	0.0196254540076569	3.51199200815981	2586	1
"GO_CAMP_DEPENDENT_PROTEIN_KINASE_COMPLEX"	0.0367819428939155	1	0.0196589249841218	1.87100479419011	2586	1
"GO_CAMP_DEPENDENT_PROTEIN_KINASE_INHIBITOR_ACTIVITY"	0.0043051207717838	1	0.019672054580014	0.218844491015068	2586	1
"GO_CAMP_DEPENDENT_PROTEIN_KINASE_REGULATOR_ACTIVITY"	0.0174262001284289	1	0.0196692496991224	0.885961609873022	2586	1
"GO_CAMP_METABOLIC_PROCESS"	0.0317220577798124	1	0.0196623364155089	1.61334121792318	2586	1
"GO_CAMP_RESPONSE_ELEMENT_BINDING"	0.0854335465087002	0.0902507780573402	0.0196003126468847	4.35878488511146	2586	1
"GO_CAMP_RESPONSE_ELEMENT_BINDING_PROTEIN_BINDING"	0.0733933865748834	1	0.0196191822124127	3.74089938001844	2586	1
"GO_CANNABINOID_SIGNALING_PATHWAY"	-0.0712855987644895	1	0.0196221896432735	-3.6329074410371	2586	1
"GO_CANONICAL_WNT_SIGNALING_PATHWAY"	0.109879550570276	0.0001712234180941	0.0195531197217707	5.61954062235577	2586	1
"GO_CANONICAL_WNT_SIGNALING_PATHWAY_INVOLVED_IN_HEART_DEVELOPMENT"	0.0200537443134214	1	0.0196682808651397	1.01959822777215	2586	1
"GO_CANONICAL_WNT_SIGNALING_PATHWAY_INVOLVED_IN_OSTEOBLAST_DIFFERENTIATION"	-0.107381212421143	0.000350145526316938	0.0195584904640758	-5.49026074473264	2586	1
"GO_CANONICAL_WNT_SIGNALING_PATHWAY_INVOLVED_IN_REGULATION_OF_CELL_PROLIFERATION"	-0.0751443039063367	0.790724546595708	0.0196166169765891	-3.83064541638426	2586	1
"GO_CAP_INDEPENDENT_TRANSLATIONAL_INITIATION"	0.0163428262691473	1	0.0196696095997632	0.830866834761379	2586	1
"GO_CARBOHYDRATE_BINDING"	0.160597948785127	1.98977882951698e-12	0.019416889440089	8.27104409697821	2586	1.88611135249914e-08
"GO_CARBOHYDRATE_BIOSYNTHETIC_PROCESS"	0.113637947068615	5.66423994867042e-05	0.0195448046134643	5.81422783783319	2586	0.468999067749911
"GO_CARBOHYDRATE_CATABOLIC_PROCESS"	0.134560567230109	5.76521018523313e-08	0.0194933251827943	6.90290476192735	2586	0.000520367871319143
"GO_CARBOHYDRATE_CATION_SYMPORTER_ACTIVITY"	-0.0555695575112519	1	0.019641839704586	-2.82914219579327	2586	1
"GO_CARBOHYDRATE_DERIVATIVE_BIOSYNTHETIC_PROCESS"	0.0400051744032335	1	0.0196564887192429	2.0352146802328	2586	1
"GO_CARBOHYDRATE_DERIVATIVE_CATABOLIC_PROCESS"	0.144397731706608	1.47838337899351e-09	0.0194660665203121	7.41792038755926	2586	1.36188676872882e-05
"GO_CARBOHYDRATE_DERIVATIVE_METABOLIC_PROCESS"	0.117857515028751	1.55730393649338e-05	0.0195351315483059	6.03310577854656	2586	0.131888070381625
"GO_CARBOHYDRATE_DERIVATIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY"	0.00574444622657894	1	0.0196719123026858	0.292012598378381	2586	1
"GO_CARBOHYDRATE_DERIVATIVE_TRANSPORT"	0.0368981869795391	1	0.0196588406817275	1.87692588677598	2586	1
"GO_CARBOHYDRATE_HOMEOSTASIS"	0.0377540060707904	1	0.0196582118259157	1.92052086960518	2586	1
"GO_CARBOHYDRATE_KINASE_ACTIVITY"	0.0504944797701296	1	0.0196471418004244	2.57006745729493	2586	1
"GO_CARBOHYDRATE_MEDIATED_SIGNALING"	-0.0585584650358275	1	0.0196384789464452	-2.98182283849571	2586	1
"GO_CARBOHYDRATE_METABOLIC_PROCESS"	0.177822163498519	7.90343084534346e-16	0.0193587133501436	9.18563957646493	2586	7.65763414605328e-12
"GO_CARBOHYDRATE_PHOSPHATASE_ACTIVITY"	0.00941725356493774	1	0.0196713645519087	0.478729044957075	2586	1
"GO_CARBOHYDRATE_PHOSPHORYLATION"	0.0804965963397167	0.26383771495128	0.0196083981855516	4.10521020523903	2586	1
"GO_CARBOHYDRATE_PROTON_SYMPORTER_ACTIVITY"	-0.103412263719925	0.00105283880804794	0.0195667657488429	-5.28509744774967	2586	1
"GO_CARBOHYDRATE_TRANSMEMBRANE_TRANSPORT"	0.0176381230857627	1	0.0196691765963285	0.896739271183068	2586	1
"GO_CARBOHYDRATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY"	0.0922953212020536	0.0183237158764422	0.0195882694338574	4.71176494246731	2586	1
"GO_CARBOHYDRATE_TRANSPORT"	0.034069884404347	1	0.0196608162254372	1.73288250160577	2586	1
"GO_CARBON_CARBON_LYASE_ACTIVITY"	0.00161041545092253	1	0.0196722113747367	0.0818624515691534	2586	1
"GO_CARBON_CATABOLITE_REGULATION_OF_TRANSCRIPTION"	-0.0960495641714297	0.00724614841325791	0.0195812833292367	-4.90517207460138	2586	1
"GO_CARBON_NITROGEN_LIGASE_ACTIVITY_WITH_GLUTAMINE_AS_AMIDO_N_DONOR"	-0.0808527118818698	0.244941876121885	0.0196078311638345	-4.12349082396212	2586	1
"GO_CARBON_NITROGEN_LYASE_ACTIVITY"	-0.00365230437367911	1	0.0196721056764756	-0.185659046049484	2586	1
"GO_CARBON_OXYGEN_LYASE_ACTIVITY"	0.0113714998020632	1	0.0196709649246068	0.578085510581044	2586	1
"GO_CARBON_SULFUR_LYASE_ACTIVITY"	0.181522012127646	1.31776274868995e-16	0.0193454196856692	9.38320362530642	2586	1.28165604937584e-12
"GO_CARBONATE_DEHYDRATASE_ACTIVITY"	-0.0836382760747022	0.13432511934851	0.0196033089270219	-4.2665386943636	2586	1
"GO_CARBONYL_REDUCTASE_NADPH_ACTIVITY"	-0.0393372684880493	1	0.0196570103781755	-2.00118266874011	2586	1
"GO_CARBOXY_LYASE_ACTIVITY"	-0.00231775982425864	1	0.0196721840443123	-0.117819140926996	2586	1
"GO_CARBOXY_TERMINAL_DOMAIN_PROTEIN_KINASE_COMPLEX"	0.0339111198953642	1	0.0196609224477563	1.72479800912058	2586	1
"GO_CARBOXYLIC_ESTER_HYDROLASE_ACTIVITY"	-0.0190395911718924	1	0.019668670908648	-0.968016154234447	2586	1
"GO_CARBOXYPEPTIDASE_ACTIVITY"	0.036910870894158	1	0.0196588314669964	1.87757196841148	2586	1
"GO_CARD_DOMAIN_BINDING"	0.0510221097898977	1	0.0196466142664163	2.59699249438181	2586	1
"GO_CARDIAC_ATRIUM_DEVELOPMENT"	-0.0817678181973468	0.201484227003902	0.0196063625381275	-4.17047364284615	2586	1
"GO_CARDIAC_CELL_DEVELOPMENT"	0.0576568470786571	1	0.0196395113372744	2.93575772271016	2586	1
"GO_CARDIAC_CELL_FATE_COMMITMENT"	0.0166607166845701	1	0.0196695063899737	0.847032780297056	2586	1
"GO_CARDIAC_CHAMBER_DEVELOPMENT"	0.0187710462227075	1	0.0196687708010291	0.954357870789025	2586	1
"GO_CARDIAC_CHAMBER_FORMATION"	-0.0998569610440681	0.00271556788388969	0.0195739111623898	-5.10153337345976	2586	1
"GO_CARDIAC_CHAMBER_MORPHOGENESIS"	0.0655490280027849	1	0.0196299287842381	3.33923921595771	2586	1
"GO_CARDIAC_CONDUCTION"	0.0116965320818254	1	0.01967089116991	0.594611193808912	2586	1
"GO_CARDIAC_CONDUCTION_SYSTEM_DEVELOPMENT"	0.0855431156135301	0.0880531712622884	0.0196001277023539	4.36441623812771	2586	1
"GO_CARDIAC_EPITHELIAL_TO_MESENCHYMAL_TRANSITION"	0.0545405462421006	1	0.0196429558744584	2.77659567076762	2586	1
"GO_CARDIAC_LEFT_VENTRICLE_MORPHOGENESIS"	0.00671675377130801	1	0.0196717931247791	0.341440850292767	2586	1
"GO_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL"	-0.0340788668121728	1	0.0196608102008584	-1.7333399012562	2586	1
"GO_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL_INVOLVED_IN_CONTRACTION"	-0.15400026146661	3.21177059693079e-11	0.0194375629718174	-7.92281736603996	2586	3.01681612169709e-07
"GO_CARDIAC_MUSCLE_CELL_CARDIAC_MUSCLE_CELL_ADHESION"	-0.0995691642931357	0.00292881201995116	0.0195744785260636	-5.08668285392934	2586	1
"GO_CARDIAC_MUSCLE_CELL_CONTRACTION"	-0.0342893932390046	1	0.019660668543612	-1.74406038955098	2586	1
"GO_CARDIAC_MUSCLE_CELL_DIFFERENTIATION"	0.0805677969190634	0.260052120564424	0.0196082850185787	4.10886504570523	2586	1
"GO_CARDIAC_MUSCLE_CELL_FATE_COMMITMENT"	0.0110953928214763	1	0.0196710259445156	0.564047490597195	2586	1
"GO_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION"	-0.0136376479412827	1	0.0196704074242188	-0.693307853120095	2586	1
"GO_CARDIAC_MUSCLE_CELL_MYOBLAST_DIFFERENTIATION"	0.0203297040792832	1	0.0196681712270467	1.03363469051595	2586	1
"GO_CARDIAC_MUSCLE_CELL_PROLIFERATION"	0.0511348252543834	1	0.0196465008587563	2.60274466287939	2586	1
"GO_CARDIAC_MUSCLE_CONTRACTION"	0.0623832254157551	1	0.0196339206735826	3.17731880722588	2586	1
"GO_CARDIAC_MUSCLE_FIBER_DEVELOPMENT"	-0.120945609429319	5.87528581138093e-06	0.0195278256613948	-6.19350108539838	2586	0.0505803355501784
"GO_CARDIAC_MUSCLE_MYOBLAST_PROLIFERATION"	-0.0929259602393705	0.0157015408091991	0.0195871155397572	-4.74423914285658	2586	1
"GO_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT"	0.0981171421051931	0.0042743821221093	0.019577315828687	5.01177704664806	2586	1
"GO_CARDIAC_MUSCLE_TISSUE_MORPHOGENESIS"	-0.0126213839595673	1	0.0196706699346022	-0.641634677493384	2586	1
"GO_CARDIAC_MUSCLE_TISSUE_REGENERATION"	0.0968151042729868	0.0059663244536264	0.0195798242692598	4.94463601621725	2586	1
"GO_CARDIAC_MYOFIBRIL"	-0.106847332095144	0.0004067671104755	0.0195596219544259	-5.46264811989205	2586	1
"GO_CARDIAC_MYOFIBRIL_ASSEMBLY"	-0.0927753986640016	0.016290342258063	0.0195873917458026	-4.7364855856259	2586	1
"GO_CARDIAC_NEURAL_CREST_CELL_DEVELOPMENT_INVOLVED_IN_OUTFLOW_TRACT_MORPHOGENESIS"	-0.0928082336927419	0.016163015152593	0.0195873315482791	-4.7381764822833	2586	1
"GO_CARDIAC_NEURAL_CREST_CELL_DIFFERENTIATION_INVOLVED_IN_HEART_DEVELOPMENT"	-0.00852305840222083	1	0.019671522350664	-0.433268877227141	2586	1
"GO_CARDIAC_NEURAL_CREST_CELL_MIGRATION_INVOLVED_IN_OUTFLOW_TRACT_MORPHOGENESIS"	-0.100401993083263	0.00235524280399517	0.0195728321514974	-5.12966096608465	2586	1
"GO_CARDIAC_PACEMAKER_CELL_DIFFERENTIATION"	-0.101178414467136	0.00191662227562325	0.0195712848077753	-5.16973798403566	2586	1
"GO_CARDIAC_RIGHT_VENTRICLE_MORPHOGENESIS"	0.0861243844118646	0.0773940765783922	0.0195991425699552	4.3942934801592	2586	1
"GO_CARDIAC_SEPTUM_DEVELOPMENT"	0.0412048316373394	1	0.019655529652418	2.0963480692707	2586	1
"GO_CARDIAC_SEPTUM_MORPHOGENESIS"	0.0687155509029472	1	0.019625737479627	3.50129777157568	2586	1
"GO_CARDIAC_VASCULAR_SMOOTH_MUSCLE_CELL_DIFFERENTIATION"	-0.0889638567578589	0.0403701446067221	0.0195942336105779	-4.54030805827649	2586	1
"GO_CARDIAC_VENTRICLE_DEVELOPMENT"	0.0373061444412472	1	0.019658542715515	1.89770650760416	2586	1
"GO_CARDIAC_VENTRICLE_FORMATION"	-0.105048950722631	0.000672214017254109	0.0195633914247295	-5.36966972862595	2586	1
"GO_CARDIAC_VENTRICLE_MORPHOGENESIS"	0.0544690700834841	1	0.0196430326275398	2.77294606776337	2586	1
"GO_CARDIOBLAST_DIFFERENTIATION"	0.0396566049825622	1	0.0196567620621579	2.01745357944313	2586	1
"GO_CARDIOBLAST_PROLIFERATION"	0.0267309962584984	1	0.0196652072674734	1.35930406910645	2586	1
"GO_CARDIOCYTE_DIFFERENTIATION"	0.137256620522364	2.16693313345259e-08	0.0194860494287205	7.04384031378168	2586	0.000196605843198154
"GO_CARDIOLIPIN_ACYL_CHAIN_REMODELING"	-0.0996383641041691	0.00287703111189979	0.0195743422563129	-5.09025349610584	2586	1
"GO_CARDIOLIPIN_BINDING"	-0.0913454519153005	0.023033868168494	0.0195899924735547	-4.66286304288333	2586	1
"GO_CARDIOLIPIN_METABOLIC_PROCESS"	-0.0631525597758332	1	0.0196329688342151	-3.21665868820485	2586	1
"GO_CARDIOVASCULAR_SYSTEM_DEVELOPMENT"	0.207701873992503	1.34225824024036e-22	0.0192432281878933	10.7935047053683	2586	1.33326511003075e-18
"GO_CARGO_ADAPTOR_ACTIVITY"	-0.018947234279475	1	0.0196687054233726	-0.963318829156887	2586	1
"GO_CARGO_RECEPTOR_ACTIVITY"	-0.0933352191594739	0.014216566443864	0.0195863624688656	-4.76531664865487	2586	1
"GO_CARNITINE_BIOSYNTHETIC_PROCESS"	-0.0430748983673636	1	0.0196539780154233	-2.19166309912227	2586	1
"GO_CARNITINE_METABOLIC_PROCESS"	0.00473402629674602	1	0.0196720164455814	0.240647739891929	2586	1
"GO_CARNITINE_O_ACYLTRANSFERASE_ACTIVITY"	-0.0394091030087588	1	0.0196569546949489	-2.00484274498966	2586	1
"GO_CARNITINE_SHUTTLE"	-0.0201739956077772	1	0.0196682332739006	-1.0257146804613	2586	1
"GO_CARTILAGE_DEVELOPMENT"	0.00192432659555865	1	0.0196722004606125	0.0978195906152709	2586	1
"GO_CARTILAGE_DEVELOPMENT_INVOLVED_IN_ENDOCHONDRAL_BONE_MORPHOGENESIS"	0.0999329200098851	0.00266396523777625	0.0195737611406914	5.1054531263354	2586	1
"GO_CARTILAGE_MORPHOGENESIS"	-0.169395907870924	4.04029538078498e-14	0.0193879353743294	-8.73718137596086	2586	3.8726231224824e-10
"GO_CASPASE_BINDING"	-0.00827017671340788	1	0.0196715641231974	-0.42041276746547	2586	1
"GO_CATALYTIC_ACTIVITY_ACTING_ON_A_GLYCOPROTEIN"	-0.0118295299663451	1	0.0196708603913874	-0.601373286728448	2586	1
"GO_CATALYTIC_ACTIVITY_ACTING_ON_A_RRNA"	0.00567480311915648	1	0.019671920125203	0.288472252989992	2586	1
"GO_CATALYTIC_ACTIVITY_ACTING_ON_A_TRNA"	-0.047753979704723	1	0.0196497933782372	-2.43025352915986	2586	1
"GO_CATALYTIC_ACTIVITY_ACTING_ON_DNA"	0.0712462565932215	1	0.0196222449400325	3.63089222517388	2586	1
"GO_CATALYTIC_ACTIVITY_ACTING_ON_RNA"	0.00204901501940691	1	0.0196721955874976	0.104157922296642	2586	1
"GO_CATALYTIC_COMPLEX"	0.0712144039023802	1	0.0196222896875954	3.6292606538879	2586	1
"GO_CATALYTIC_STEP_1_SPLICEOSOME"	0.0858999575596498	0.0812726105015753	0.0195995237243427	4.38275739593415	2586	1
"GO_CATALYTIC_STEP_2_SPLICEOSOME"	-0.013888977892362	1	0.0196703393688931	-0.706087354767567	2586	1
"GO_CATECHOLAMINE_BINDING"	-0.0514917632147871	1	0.0196461400734007	-2.62096081074484	2586	1
