""	"T_statistic"	"CI_low"	"CI_high"	"mean_No"	"mean_Yes"	"p.value"	"FDR"
"GO_DETECTION_OF_MECHANICAL_STIMULUS"	4.54484836726819	0.00085761257981924	0.00215861092296471	-0.0311603146524282	-0.0326684264038202	5.60148877237457e-06	0.0446382640270529
"GO_DETECTION_OF_MECHANICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION"	2.64645960077913	0.000272654884222713	0.00183069222226418	-0.0115387219896981	-0.0125903955429416	0.00815430345964594	1
"GO_DETECTION_OF_MECHANICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION_OF_PAIN"	3.7117693517434	0.000982334174553283	0.00318133502113716	0.100015914056933	0.0979340794590879	0.000207561474891465	1
"GO_DETECTION_OF_MECHANICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION_OF_SOUND"	0.145461609365542	-0.00111774953470712	0.0012969197966967	-0.101686743067623	-0.101776328198618	0.8843515570449	1
"GO_DETECTION_OF_MOLECULE_OF_BACTERIAL_ORIGIN"	5.58749902235213	0.00207021577928045	0.00430810310373491	0.0179851340575393	0.0147959746160316	2.42114706287302e-08	0.000210542948587438
"GO_DETECTION_OF_OTHER_ORGANISM"	4.02562418764147	0.00105829621227026	0.00306737921996451	0.071318758041415	0.0692559203252976	5.75271600920078e-05	0.432834352532267
"GO_DETECTION_OF_STIMULUS"	2.13529297480572	3.56856668345119e-05	0.000835535382352287	0.0604070887201329	0.0599714781955395	0.0327782984326733	1
"GO_DETECTION_OF_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION"	-0.236851776791991	-0.000641464038642137	0.000503166258002163	-0.0026980326524698	-0.00262888376214981	0.812779034053644	1
"GO_DETECTION_OF_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION_OF_PAIN"	-2.63407973018638	-0.00270410273330032	-0.000396506910490311	0.0172780735033495	0.0188283783252448	0.00845967745184081	1
"GO_DETECTION_OF_TEMPERATURE_STIMULUS"	-1.05863654920328	-0.00201860141791492	0.000602933440513614	0.0220820390696374	0.022789873058338	0.289810579443984	1
"GO_DETECTION_OF_TEMPERATURE_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION"	-1.21086078582089	-0.00226477036542299	0.000535278912556761	0.00325555318799659	0.0041202989144297	0.225999591584355	1
"GO_DETECTION_OF_VIRUS"	1.62526602961001	-0.000571601022245023	0.0061157425952316	0.066271801984636	0.0634997311981427	0.10416324826151	1
"GO_DETECTION_OF_VISIBLE_LIGHT"	-1.91383711690345	-0.00162826756975599	1.95639900625645e-05	0.0838814839494173	0.084685835739264	0.0556917809013091	1
"GO_DETERMINATION_OF_ADULT_LIFESPAN"	-3.14994655237045	-0.00348071375149522	-0.000810231659166055	0.140545605493767	0.142691078199097	0.00164140820746046	1
"GO_DETERMINATION_OF_DIGESTIVE_TRACT_LEFT_RIGHT_ASYMMETRY"	1.63036673883963	-0.000145267243111424	0.00158062565023381	-0.121636174754001	-0.122353853957562	0.103078343965835	1
"GO_DETERMINATION_OF_DORSAL_VENTRAL_ASYMMETRY"	0.723289403520449	-0.00127847412003675	0.00277343878439103	0.236759187353549	0.236011705021371	0.469532087858195	1
"GO_DETERMINATION_OF_HEART_LEFT_RIGHT_ASYMMETRY"	-0.0622394458334494	-0.00085229803126312	0.0007998449508786	0.0238434393075333	0.0238696658477256	0.950374380348726	1
"GO_DETERMINATION_OF_LEFT_RIGHT_ASYMMETRY_IN_LATERAL_MESODERM"	-0.533222958341986	-0.00439152436065722	0.00251338716190405	-0.0561253820851081	-0.0551863134857315	0.593899887407541	1
"GO_DETERMINATION_OF_LIVER_LEFT_RIGHT_ASYMMETRY"	1.1994994169007	-0.000335112680511576	0.0013917694638829	0.034101992376587	0.0335736639849013	0.230377438946762	1
"GO_DETERMINATION_OF_PANCREATIC_LEFT_RIGHT_ASYMMETRY"	1.19509629603238	-0.000329286101308632	0.00135781145547279	-0.0144007669680371	-0.0149150296451192	0.232092540021633	1
"GO_DETOXIFICATION"	0.301439315110619	-0.000698800193323586	0.00095275502003215	0.0927951484760365	0.0926681710626822	0.76309006144826	1
"GO_DETOXIFICATION_OF_INORGANIC_COMPOUND"	6.40993950284137	0.00681615702889938	0.0128223243105572	0.0229795654185189	0.0131603247487906	1.57679141695608e-10	1.43582626428021e-06
"GO_DETOXIFICATION_OF_NITROGEN_COMPOUND"	-0.702623355329244	-0.00156565660321163	0.000739447959271287	0.385698839622142	0.386111943944112	0.482313956960852	1
"GO_DEUTEROSOME"	-5.52210110677623	-0.00657911846241989	-0.00313176213011204	0.0574546870388277	0.0623101273350936	3.4841044417593e-08	0.000301723444656355
"GO_DEVELOPMENT_OF_PRIMARY_FEMALE_SEXUAL_CHARACTERISTICS"	1.19586280477933	-0.000328850653630558	0.00135762718768043	0.0063229584280855	0.00580857016106057	0.231800185351008	1
"GO_DEVELOPMENT_OF_PRIMARY_SEXUAL_CHARACTERISTICS"	-1.64708269065523	-0.00104645401727764	9.08781994481966e-05	0.038316170839317	0.0387939587482318	0.0995945435221684	1
"GO_DEVELOPMENT_OF_SECONDARY_FEMALE_SEXUAL_CHARACTERISTICS"	-1.36000231496716	-0.00803520493523671	0.0014528783591574	-0.016013967251566	-0.0127228039635263	0.173882039106261	1
"GO_DEVELOPMENT_OF_SECONDARY_SEXUAL_CHARACTERISTICS"	1.97152473713339	2.77121335842756e-05	0.00977037256978348	0.0130397235142299	0.00814068116254601	0.0487112775911351	1
"GO_DEVELOPMENTAL_CELL_GROWTH"	0.0148830201059369	-0.000504728126499762	0.000512450458702654	0.0555654268562011	0.0555615656900997	0.988126024332786	1
"GO_DEVELOPMENTAL_GROWTH"	-4.15751853661532	-0.00109641613149247	-0.000393764419948013	0.0609211126350757	0.0616662029107959	3.26189889716143e-05	0.249111218776219
"GO_DEVELOPMENTAL_GROWTH_INVOLVED_IN_MORPHOGENESIS"	3.12254715829472	0.000245186920429278	0.00107237031928032	0.0498230011430157	0.0491642225231609	0.00180201197343403	1
"GO_DEVELOPMENTAL_INDUCTION"	-0.106799482654415	-0.000916644014057558	0.000821927510332487	0.0596630389630748	0.0597103972149373	0.914951642493177	1
"GO_DEVELOPMENTAL_MATURATION"	-7.50375784023208	-0.00213721009306505	-0.00125181733013173	0.013196984036813	0.0148914977484114	7.14797252366398e-14	6.78985910022841e-10
"GO_DEVELOPMENTAL_PIGMENTATION"	1.12428167088829	-0.000598548188144952	0.00220823940656129	-0.0146311915644922	-0.0154360371737004	0.260941810637112	1
"GO_DEVELOPMENTAL_PROCESS_INVOLVED_IN_REPRODUCTION"	-2.67299081870535	-0.000786555568386362	-0.000120980382762118	0.0383914412479849	0.0388452092235591	0.00753702052288714	1
"GO_DIACYLGLYCEROL_BINDING"	-1.62791367667791	-0.00362447070444518	0.000335825780987795	-0.0466904969960085	-0.0450461745342798	0.103599517093406	1
"GO_DIACYLGLYCEROL_KINASE_ACTIVITY"	2.47121682766538	0.000559842975122142	0.00485696493735756	0.0895222211061091	0.0868138171498693	0.0134959364081786	1
"GO_DIACYLGLYCEROL_METABOLIC_PROCESS"	0.797325525883412	-0.000794963058272139	0.00188492226524735	0.00318990761429294	0.00264492801080533	0.425295683764504	1
"GO_DIADENOSINE_POLYPHOSPHATE_METABOLIC_PROCESS"	-3.47947432475615	-0.0109465924603661	-0.00305688501792914	0.00285561095865777	0.00985734969780539	0.000506088968009287	1
"GO_DIAPEDESIS"	5.45941626319883	0.006685684496921	0.0141773558034131	0.00701431964083957	-0.00341720050932749	4.99457286122958e-08	0.000430781909281051
"GO_DIAPHRAGM_DEVELOPMENT"	0.21358728969951	-0.00103320500712528	0.00128588023867532	0.186176897968177	0.186050560352402	0.830875650407675	1
"GO_DICARBOXYLIC_ACID_BIOSYNTHETIC_PROCESS"	1.03027715256154	-0.000769216120395341	0.00247332390013446	0.143089636904312	0.142237583014442	0.302924599252986	1
"GO_DICARBOXYLIC_ACID_CATABOLIC_PROCESS"	0.38372369676365	-0.00150813030746382	0.00224222234069326	-0.0105664245721745	-0.0109334705887893	0.701197542769343	1
"GO_DICARBOXYLIC_ACID_METABOLIC_PROCESS"	-3.11322290677494	-0.00199922382215062	-0.000454295568487807	0.0506326703577238	0.051859430053043	0.00185860679570557	1
"GO_DICARBOXYLIC_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY"	-0.777149832050099	-0.00113131453015734	0.000488983801345342	0.0195210483514893	0.0198422137158953	0.43710288003118	1
"GO_DICARBOXYLIC_ACID_TRANSPORT"	3.65853142765919	0.000517529908070721	0.00171243530400387	0.0244970525561345	0.0233820699500972	0.000256003084600697	1
"GO_DICHOTOMOUS_SUBDIVISION_OF_AN_EPITHELIAL_TERMINAL_UNIT"	1.68674260122136	-0.000179793775722466	0.00239646338919369	0.0912973532768435	0.0901890184701079	0.0917056421968001	1
"GO_DICHOTOMOUS_SUBDIVISION_OF_TERMINAL_UNITS_INVOLVED_IN_SALIVARY_GLAND_BRANCHING"	3.65978260733018	0.00108324375521127	0.00358245314506336	0.143734779267176	0.141401930817038	0.000254739164426056	1
"GO_DIENCEPHALON_DEVELOPMENT"	6.37548012395942	0.00177438795373985	0.00335010747150227	0.0989676423671651	0.096405394654544	1.96782248411575e-10	1.7885538558128e-06
"GO_DIET_INDUCED_THERMOGENESIS"	-5.03254315037126	-0.00653597497143747	-0.00287145100133631	0.0797520774225192	0.0844557904089061	4.97885900761083e-07	0.00415286629824819
"GO_DIGESTION"	2.85079866026092	0.000256337354298719	0.00138501947460871	0.0442867931697204	0.0434661147552667	0.00437574908202951	1
"GO_DIGESTIVE_SYSTEM_DEVELOPMENT"	-3.77438988818451	-0.00164495970403027	-0.000520330025490483	0.0373333093763873	0.0384159542411477	0.0001620284575012	1
"GO_DIGESTIVE_SYSTEM_PROCESS"	2.575418072332	0.000204089765749876	0.00150512603602483	0.0330897529361021	0.0322351450352148	0.0100368508396126	1
"GO_DIGESTIVE_TRACT_MORPHOGENESIS"	-0.687656419175816	-0.00140606234275891	0.000675792895117929	0.0660194478299345	0.066384582553755	0.491696718388617	1
"GO_DIHYDROLIPOYL_DEHYDROGENASE_COMPLEX"	0.15303980733156	-0.00230442268804228	0.00269468511576079	0.0309048390467045	0.0307097078328453	0.878372291632485	1
"GO_DIOL_METABOLIC_PROCESS"	-3.2724718594459	-0.00344139613853119	-0.000862916228393423	0.0133751729140895	0.0155273290975518	0.00107215874824717	1
"GO_DIOXYGENASE_ACTIVITY"	1.86746022353198	-3.88607838491359e-05	0.00160056503683302	0.0275771307820693	0.0267962786555774	0.061890864825681	1
"GO_DIPEPTIDASE_ACTIVITY"	-2.77845093436326	-0.00569038322209418	-0.000982348114697901	-0.0824722142764178	-0.0791358486080217	0.00547945630077833	1
"GO_DIPEPTIDE_TRANSMEMBRANE_TRANSPORT"	1.56776868089656	-0.000190336142886427	0.00171063689209693	0.129782366824813	0.129022216450208	0.116983480495078	1
"GO_DIPEPTIDYL_PEPTIDASE_ACTIVITY"	-1.90794569624008	-0.00362960371220089	4.91975772319177e-05	-0.0315572752082095	-0.029767072140725	0.0564482816922134	1
"GO_DIPHOSPHOINOSITOL_POLYPHOSPHATE_DIPHOSPHATASE_ACTIVITY"	-0.993180791864113	-0.00437559074790066	0.00143287560970453	0.0743910245015267	0.0758623820706248	0.320664585433042	1
"GO_DIPHOSPHOTRANSFERASE_ACTIVITY"	-2.97850730622311	-0.0112212485415714	-0.0023132556202994	0.00401897379589278	0.0107862258768282	0.00290821569178606	1
"GO_DIRECT_OSSIFICATION"	0.839597325026636	-0.000397967239131668	0.000994254619328959	-0.0919409782444141	-0.0922391219345127	0.401163134188118	1
"GO_DISACCHARIDE_BIOSYNTHETIC_PROCESS"	-1.57442628843122	-0.00563474912982457	0.000615237271659442	0.1786554613543	0.181165217283382	0.115444187752826	1
"GO_DISACCHARIDE_METABOLIC_PROCESS"	-0.360327866269825	-0.00204247296922999	0.00140821775598183	0.0566910473568343	0.0570081749634584	0.718615244278652	1
"GO_DISORDERED_DOMAIN_SPECIFIC_BINDING"	3.16109553769737	0.00130673171493198	0.00557346964503014	0.105856793073916	0.102416692393935	0.00157930125841787	1
"GO_DISRUPTION_BY_HOST_OF_SYMBIONT_CELLS"	2.80099887856893	0.000352642773339674	0.00199727040644513	0.1257710984505	0.124596141860607	0.00510947424265506	1
"GO_DISRUPTION_OF_CELLS_OF_OTHER_ORGANISM_INVOLVED_IN_SYMBIOTIC_INTERACTION"	1.55820965996399	-0.000214487924874202	0.00187661300768131	0.137411930664232	0.136580868122828	0.119237185203265	1
"GO_DISTAL_AXON"	3.64314896072435	0.000420254944260402	0.0013994340823168	0.0424238244679132	0.0415139799546246	0.000271758304918333	1
"GO_DISTAL_CONVOLUTED_TUBULE_DEVELOPMENT"	2.57419332171791	0.000310233382005499	0.00229152525334884	0.223111849786693	0.221810970469015	0.01006762531222	1
"GO_DISTAL_TUBULE_DEVELOPMENT"	0.54593676459519	-0.000744196051699633	0.00131869027167197	0.0308042452985663	0.0305169981885801	0.585128837527432	1
"GO_DISULFIDE_OXIDOREDUCTASE_ACTIVITY"	-0.856591151687953	-0.00291224946650893	0.00114109442100711	0.0992336778845911	0.100119255407342	0.391703035341121	1
"GO_DITERPENOID_BIOSYNTHETIC_PROCESS"	-1.73624130465235	-0.0020512390867206	0.000124341606744338	0.125665575347864	0.126629024087853	0.0825672131765321	1
"GO_DIVALENT_INORGANIC_ANION_HOMEOSTASIS"	-2.91193414816766	-0.00667217854308798	-0.00130304538865896	0.150732681834191	0.154720293800064	0.0036062997798058	1
"GO_DIVALENT_INORGANIC_CATION_HOMEOSTASIS"	6.43590736873704	0.000876157132421844	0.00164370409255697	0.0445212434745658	0.0432613128620764	1.32509663104696e-10	1.20835561785172e-06
"GO_DIVALENT_INORGANIC_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY"	-0.388078247999824	-0.00107565399086979	0.000720154704110279	0.0667472394990368	0.0669249891424165	0.697972670566005	1
"GO_DIVALENT_INORGANIC_CATION_TRANSPORT"	4.79596504078997	0.000554015906497475	0.00132004798963588	0.049990340984403	0.0490533090363363	1.65933582507362e-06	0.0135883010715279
"GO_DNA_APURINIC_OR_APYRIMIDINIC_SITE_ENDONUCLEASE_ACTIVITY"	-6.77407018984586	-0.00789056780365547	-0.00434863618288038	0.117477112157049	0.123596714150317	1.3728610398241e-11	1.27497604768464e-07
"GO_DNA_BINDING_BENDING"	-4.87247012922007	-0.00673819537601775	-0.00287180065327463	0.120148530321034	0.12495352833568	1.12927388636075e-06	0.00930521682361259
"GO_DNA_BINDING_TRANSCRIPTION_ACTIVATOR_ACTIVITY"	6.79998910768304	0.00149593746378621	0.00270784202990263	0.0556100543226656	0.0535081645758212	1.14880349053009e-11	1.06792772479677e-07
"GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY"	6.69676124432841	0.000856576640853104	0.00156564274651393	0.0218421154688705	0.020631005775187	2.33017923233612e-11	2.15518277198767e-07
"GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_SPECIFIC"	7.1879007863643	0.000964745288300882	0.00168832124581907	0.0384595221843175	0.0371329889172575	7.40284210996167e-13	6.9705161307399e-09
"GO_DNA_BINDING_TRANSCRIPTION_FACTOR_BINDING"	0.238101221003155	-0.000831342823518226	0.00106121382050641	0.0451230197481196	0.0450080842496255	0.8118098480542	1
"GO_DNA_BINDING_TRANSCRIPTION_REPRESSOR_ACTIVITY"	3.45622958820089	0.000392002153823567	0.0014194704041755	0.0245713327829456	0.0236655965039461	0.000551738832442075	1
"GO_DNA_BIOSYNTHETIC_PROCESS"	-5.39452733550285	-0.003685150649987	-0.00172072984529027	0.0827767004207664	0.085479640668405	7.09011830873241e-08	0.000608190348523067
"GO_DNA_CATABOLIC_PROCESS"	-1.44546610965666	-0.00261657508680601	0.00039557067836023	0.0806870946655485	0.0817975968697714	0.1483784983795	1
"GO_DNA_CATABOLIC_PROCESS_ENDONUCLEOLYTIC"	1.19064932731373	-0.00062202257919965	0.0025463964410553	0.0711060811126826	0.0701438941817547	0.233839093323234	1
"GO_DNA_CATABOLIC_PROCESS_EXONUCLEOLYTIC"	-2.39134010997605	-0.00996031417714711	-0.000986416353632183	0.0775739981175126	0.0830473633829023	0.0168184304108376	1
"GO_DNA_CLAMP_LOADER_ACTIVITY"	-7.35943244413399	-0.0110648839100046	-0.00641010683049109	0.042152800580683	0.0508902959509309	2.0667275744014e-13	1.95623911495306e-09
"GO_DNA_CONFORMATION_CHANGE"	-7.13844898357702	-0.00535743139551266	-0.00304895059496381	0.0705503990904968	0.074753590085735	1.03600699303152e-12	9.73535771351723e-09
"GO_DNA_CYTOSINE_DEAMINATION"	8.48866552421386	0.0215376331998803	0.0344727510346428	-0.229857019127619	-0.257862211244881	2.64240324425591e-17	2.57713588412279e-13
"GO_DNA_DAMAGE_INDUCED_PROTEIN_PHOSPHORYLATION"	-6.32964514503131	-0.0123659686292774	-0.00651753314003932	-0.154448919450446	-0.145007168565788	2.63683321382625e-10	2.39213509158318e-06
"GO_DNA_DAMAGE_RESPONSE_DETECTION_OF_DNA_DAMAGE"	-4.01275370526767	-0.00559159648374171	-0.00192137004245406	0.175943583548387	0.179700066811484	6.06461925591497e-05	0.455331613734096
"GO_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR"	0.847809210715743	-0.000682369968646808	0.00172240941445941	0.0651278329103289	0.0646078131874226	0.396573362006658	1
"GO_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_RESULTING_IN_TRANSCRIPTION"	-2.67890224813396	-0.00393446770072872	-0.000609413302224193	0.0817148737890191	0.0839868142904956	0.00740492125997674	1
"GO_DNA_DEALKYLATION"	5.44711973832348	0.00489785032773126	0.0104052959605704	-0.0638713166549582	-0.071522889799109	5.32442791403325e-08	0.000458752709073105
"GO_DNA_DEALKYLATION_INVOLVED_IN_DNA_REPAIR"	-0.0613190430023899	-0.00352658790198865	0.00331266126779362	-0.0706285719901634	-0.0705216086730659	0.951107242785509	1
"GO_DNA_DEAMINATION"	7.56458171163767	0.0135929051646078	0.0231025953318516	-0.18431779206185	-0.20266554231008	4.49686632680962e-14	4.27831862332667e-10
"GO_DNA_DEMETHYLASE_ACTIVITY"	-0.963589361990597	-0.00445201370968001	0.00151771558197847	-0.0602701643150839	-0.0588030152512332	0.335293639717229	1
"GO_DNA_DEMETHYLATION"	6.37139930240991	0.00661012964550484	0.0124855390118108	-0.0684994385177576	-0.0780472728464154	2.01622907530914e-10	1.83194573782589e-06
"GO_DNA_DEPENDENT_ATPASE_ACTIVITY"	-5.02372591557523	-0.00411896047132821	-0.00180671802455239	0.05555909154106	0.0585219307890003	5.19005213580077e-07	0.00432642746040353
"GO_DNA_DEPENDENT_DNA_REPLICATION"	-11.7108585582348	-0.00815209578783831	-0.00581424258955168	-0.0208769812981782	-0.0138938121094832	2.20180554317224e-31	2.22844739024462e-27
"GO_DNA_DEPENDENT_DNA_REPLICATION_MAINTENANCE_OF_FIDELITY"	-11.7094951164103	-0.00906810255345377	-0.00646730284171757	-0.0705059302119491	-0.0627382275143634	2.21859014131269e-31	2.24521322300844e-27
"GO_DNA_DIRECTED_DNA_POLYMERASE_ACTIVITY"	-5.57581653214174	-0.00511613792063916	-0.00245448114802161	0.034873310875131	0.0386586204094614	2.56296031526955e-08	0.000222772510603229
"GO_DNA_DOUBLE_STRAND_BREAK_PROCESSING"	-6.26959834362735	-0.00761952638447763	-0.00398965964693163	-0.0322267474736076	-0.026422154457903	3.85099898592622e-10	3.48399878256745e-06
"GO_DNA_ENDOREDUPLICATION"	-3.73990113312122	-0.00651418365754868	-0.00203366131274499	0.0593886226907258	0.0636625451758727	0.000185738151521592	1
"GO_DNA_GEOMETRIC_CHANGE"	-6.51117795421967	-0.00521115269973485	-0.00279943624799697	0.0853090386061887	0.0893143330800547	7.95953620886073e-11	7.28775135283289e-07
"GO_DNA_HELICASE_ACTIVITY"	-4.3715503725327	-0.00462798994005146	-0.0017624023608129	0.0221085633781551	0.0253037595285872	1.25114709059508e-05	0.0981524892571837
"GO_DNA_HELICASE_COMPLEX"	-2.74734437448133	-0.00623584545092767	-0.00104244770455692	0.0376055425594258	0.0412446891371681	0.00602582415829349	1
"GO_DNA_INSERTION_OR_DELETION_BINDING"	-6.20908547216217	-0.0104400072735069	-0.00542959189600399	0.188626678090169	0.196561477674924	5.68511200477633e-10	5.12683400590729e-06
"GO_DNA_INTEGRATION"	-1.21966044199668	-0.00406938247585072	0.000947876174232177	0.0204871319159893	0.0220478850667985	0.222644574855783	1
"GO_DNA_INTEGRITY_CHECKPOINT"	-8.82770169656556	-0.0055404848472936	-0.00352695589573838	0.0211410408296332	0.0256747612011492	1.32321144912319e-18	1.30098149677792e-14
"GO_DNA_LIGATION"	-3.55315526992245	-0.00769465282486243	-0.00222296684681955	-0.0125091901262252	-0.00755038029038419	0.000383304516196769	1
"GO_DNA_LIGATION_INVOLVED_IN_DNA_REPAIR"	-1.3592535556222	-0.00466629344507406	0.000844961513644759	0.00495397050202339	0.00686463646773804	0.17411763682509	1
"GO_DNA_METABOLIC_PROCESS"	-5.4316986162909	-0.00340948321574142	-0.00160115138075864	0.04036323658046	0.04286855387871	5.76433048130327e-08	0.000496020637916146
"GO_DNA_METHYLATION"	-0.0189057688715281	-0.00141222263768656	0.00138524345710438	0.0266773581792746	0.0266908477695657	0.984916868160799	1
"GO_DNA_METHYLATION_INVOLVED_IN_GAMETE_GENERATION"	1.32346201009239	-0.000350602048800768	0.00180769359235048	0.0137222471674748	0.0129937013956999	0.185732131201437	1
"GO_DNA_METHYLATION_ON_CYTOSINE"	-4.61882551449026	-0.0190983137896275	-0.00771706925831758	-0.056051523840823	-0.0426438323168505	3.94123431800527e-06	0.0316481115735823
"GO_DNA_METHYLATION_OR_DEMETHYLATION"	4.04842834578944	0.00160570131189086	0.00462061154153034	-0.00116215575028068	-0.00427531217699128	5.21685654857415e-05	0.39397700654832
"GO_DNA_METHYLTRANSFERASE_ACTIVITY"	-3.3342442761415	-0.0113876782298103	-0.00295493288005616	-0.135003498941752	-0.127832193386818	0.000860647743745901	1
"GO_DNA_MODIFICATION"	3.58910515269605	0.00111238209847109	0.00379000611945829	0.00115998019591969	-0.001291213913045	0.000334232649111074	1
"GO_DNA_N_GLYCOSYLASE_ACTIVITY"	-3.59874096429067	-0.0067693696721044	-0.00199509757078675	0.0835000969914658	0.0878823306129114	0.000322237413421809	1
"GO_DNA_PACKAGING"	-7.33148823613852	-0.00621664269021023	-0.0035935850010123	0.0705427280668851	0.0754478419124964	2.52359288560314e-13	2.38706651049201e-09
"GO_DNA_PACKAGING_COMPLEX"	-4.19299050107358	-0.00564154502135161	-0.00204698245709614	0.102654040671031	0.106498304410255	2.78856113860654e-05	0.214161495444982
"GO_DNA_POLYMERASE_ACTIVITY"	-3.49425197143267	-0.00345509439620446	-0.000971632246281097	0.0487531599955605	0.0509665233168032	0.000478563885507202	1
"GO_DNA_POLYMERASE_BINDING"	-3.26215276452781	-0.00652333585895691	-0.00162613112125504	0.0111194299121085	0.0151941634022145	0.00111100474825894	1
"GO_DNA_POLYMERASE_COMPLEX"	-6.83351030430027	-0.00725239898574541	-0.00401900552968872	0.0636238653161051	0.0692595675738221	8.99509673787705e-12	8.37443506296353e-08
"GO_DNA_PROTECTION"	-5.87433229640947	-0.0128004126988368	-0.00639475371764766	-0.0284466793521989	-0.0188490961439567	4.45930398873475e-09	3.95005147322125e-05
"GO_DNA_RECOMBINASE_MEDIATOR_COMPLEX"	-1.73420728372898	-0.00549967659369479	0.000336648348211917	-0.0955672908427938	-0.0929857767200524	0.0829328246886368	1
"GO_DNA_RECOMBINATION"	-8.45256351141369	-0.00480319844963819	-0.0029947277376654	0.0200570053840139	0.0239559684776657	3.4125876812821e-17	3.32590795417753e-13
"GO_DNA_REPAIR"	-6.47617251761482	-0.00414176502138674	-0.00221700781082179	0.038677499116801	0.0418568855329052	1.00263543650517e-10	9.15807207703822e-07
"GO_DNA_REPAIR_COMPLEX"	-3.81852711122339	-0.00453317800592829	-0.00145762524494528	0.0344261106455492	0.037421512270986	0.000135577920944583	0.99080344626301
"GO_DNA_REPAIR_COMPLEX_ASSEMBLY"	-5.15823093988329	-0.00719903431816121	-0.00323406398694309	-0.121063180092537	-0.115846630939985	2.56530011155094e-07	0.0021599826939259
"GO_DNA_REPLICATION"	-9.81287937521388	-0.00629959048983974	-0.0042017531183136	0.0137315722098108	0.0189822440138874	1.38661449317319e-22	1.38148401954845e-18
"GO_DNA_REPLICATION_CHECKPOINT"	-11.3378132240523	-0.0126729918058333	-0.00893670212208326	-0.00953426454199243	0.00127058242196586	1.51762990621589e-29	1.53265444228743e-25
"GO_DNA_REPLICATION_DEPENDENT_NUCLEOSOME_ORGANIZATION"	-8.25245427994952	-0.012353148688188	-0.00761087892402411	0.0267923622838447	0.0367743760899507	1.83005880330232e-16	1.77570605684424e-12
"GO_DNA_REPLICATION_FACTOR_A_COMPLEX"	-2.22087571054947	-0.00377919191156401	-0.000235465530067036	0.11324765497592	0.115254983696736	0.0263966782433722	1
"GO_DNA_REPLICATION_FACTOR_C_COMPLEX"	-8.41069541503849	-0.0139022909028085	-0.00864671181181782	0.0923364175827125	0.103610918940026	4.91511235228898e-17	4.78584489742378e-13
"GO_DNA_REPLICATION_INDEPENDENT_NUCLEOSOME_ORGANIZATION"	-8.84882941395949	-0.00937452377993781	-0.0059742832856352	0.0605043181931603	0.0681787217259468	1.09757680216947e-18	1.08001557333476e-14
"GO_DNA_REPLICATION_INITIATION"	-10.1376160154886	-0.0092207107068466	-0.00623253858141844	0.0197645763536912	0.0274912009978238	5.46232396306982e-24	5.46177773067351e-20
"GO_DNA_REPLICATION_ORIGIN_BINDING"	-6.52046929687615	-0.00770029231903414	-0.00414050935156763	0.0551155181209483	0.0610359189562492	7.4838206976177e-11	6.85443137694805e-07
"GO_DNA_REPLICATION_PREINITIATION_COMPLEX"	-8.92474943697287	-0.0149961986618102	-0.00959484625442876	-0.14939321322299	-0.13709769076487	5.597274326497e-19	5.51331521159954e-15
"GO_DNA_REPLICATION_SYNTHESIS_OF_RNA_PRIMER"	-2.80276921759682	-0.00697013093021908	-0.00123272335725234	0.0761499783883194	0.0802514055320551	0.00508328245948998	1
"GO_DNA_SECONDARY_STRUCTURE_BINDING"	-5.61549071977967	-0.00589678740435005	-0.00284508184558826	0.0790361095256834	0.0834070441506526	2.03809997002459e-08	0.000177640793387343
"GO_DNA_STRAND_ELONGATION"	-12.1998107794986	-0.0129997869904837	-0.00940046339472778	-3.1251670887802e-05	0.0111688735217179	6.72221895106189e-34	6.81969112585229e-30
"GO_DNA_STRAND_ELONGATION_INVOLVED_IN_DNA_REPLICATION"	-12.3836959133844	-0.0176516374675673	-0.012826979767021	-0.0603784193689818	-0.0451391107516877	7.27363579539252e-35	7.38346769590295e-31
"GO_DNA_STRAND_RENATURATION"	-2.8123657462481	-0.00473808776987308	-0.000845816667546793	0.0886984049184035	0.0914903571371134	0.00493404961596567	1
"GO_DNA_SYNTHESIS_INVOLVED_IN_DNA_REPAIR"	-6.12254653815022	-0.00504568278499249	-0.00259826250030928	0.0971688023287307	0.100990774971382	9.70622706103963e-10	8.71036816457696e-06
"GO_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION"	-2.0297667778924	-0.00313003983381691	-5.4482780854513e-05	0.0465831761622021	0.0481754374695378	0.0424192053141844	1
"GO_DNA_TEMPLATED_TRANSCRIPTION_INITIATION"	-0.765570133798163	-0.00136836498785774	0.000599749452037606	0.0665116644048132	0.0668959721727233	0.443958956973683	1
