""	"T_statistic"	"CI_low"	"CI_high"	"mean_Yes"	"mean_No"	"p.value"	"FDR"
"GO_EXONUCLEASE_ACTIVITY"	8.1149926114231	0.00299025775800605	0.00489526732405764	0.105757258968784	0.101814496427753	6.08059135506202e-16	5.29801924766554e-12
"GO_EXONUCLEASE_ACTIVITY_ACTIVE_WITH_EITHER_RIBO_OR_DEOXYRIBONUCLEIC_ACIDS_AND_PRODUCING_5_PHOSPHOMONOESTERS"	7.93009380802563	0.00372209413888298	0.00616677463050234	0.132053451774993	0.127109017390301	2.68377233658932e-15	2.31126473627072e-11
"GO_EXOPEPTIDASE_ACTIVITY"	7.50159796510291	0.00219185903767081	0.00374273111999181	0.0141640338026589	0.0111967387238276	7.25819223968759e-14	6.05478396634739e-10
"GO_EXOPOLYPHOSPHATASE_ACTIVITY"	2.84029688915267	0.00134493666398698	0.00733739272589489	-0.0441021483261368	-0.0484433130210778	0.00452174770156905	1
"GO_EXORIBONUCLEASE_ACTIVITY"	2.79301956269653	0.000597529112783812	0.00341128906169398	0.155642823491452	0.153638414404213	0.00524009192418905	1
"GO_EXORIBONUCLEASE_COMPLEX"	1.99638282571786	3.79792545420477e-05	0.00417978880298306	0.0812514189855905	0.0791425349568279	0.0459453829825572	1
"GO_EXPLORATION_BEHAVIOR"	-5.07806138774606	-0.00481345108433183	-0.00213217215950947	0.0574619864607244	0.0609347980826451	3.9188749135587e-07	0.00248378292021351
"GO_EXPORT_ACROSS_PLASMA_MEMBRANE"	-0.850866353722978	-0.00134390523928084	0.000530388525397267	0.103167548199004	0.103574306555946	0.394876320158403	1
"GO_EXTERNAL_ENCAPSULATING_STRUCTURE"	-9.33081245836019	-0.0060693948922677	-0.00396177028238721	0.182688047290231	0.187703629877559	1.58695127258747e-20	1.47427773223376e-16
"GO_EXTERNAL_SIDE_OF_PLASMA_MEMBRANE"	-10.2380182565326	-0.0022551890821154	-0.00153031980113665	0.0911454712112529	0.0930382256528789	2.30371189833226e-24	2.21571010381597e-20
"GO_EXTRACELLULAR_EXOSOME_ASSEMBLY"	-0.53120195451362	-0.00310696914120566	0.00178214614315552	0.169431767675185	0.17009417917421	0.595297688339886	1
"GO_EXTRACELLULAR_LIGAND_GATED_ION_CHANNEL_ACTIVITY"	-6.86048618131677	-0.00273285615556024	-0.00151810538840465	-0.0331674232861034	-0.031041942514121	7.71073664679746e-12	6.08762658264659e-08
"GO_EXTRACELLULAR_MATRIX"	-4.17223013435145	-0.00139996352266942	-0.000504878822654201	0.0685668299631062	0.069519251135768	3.07735042356505e-05	0.165869187830156
"GO_EXTRACELLULAR_MATRIX_ASSEMBLY"	-5.77521094653471	-0.00380277286231364	-0.0018753572717242	0.101965566157796	0.104804631224815	8.08073421006618e-09	5.67509963572948e-05
"GO_EXTRACELLULAR_MATRIX_BINDING"	6.17954788913966	0.00201384914098378	0.0038852181328176	0.118558727784971	0.11560919414807	6.83647335649375e-10	5.03437897972199e-06
"GO_EXTRACELLULAR_MATRIX_CONSTITUENT_CONFERRING_ELASTICITY"	-6.67281498073631	-0.00469096099923207	-0.00256052302544253	0.110277016272975	0.113902758285312	2.77568343769788e-11	2.14754627574685e-07
"GO_EXTRACELLULAR_MATRIX_CONSTITUENT_SECRETION"	-10.9015539788278	-0.0139520455913878	-0.00969907427412388	0.150058919380476	0.161884479313232	1.95790148063231e-27	1.91228237613358e-23
"GO_EXTRACELLULAR_MATRIX_DISASSEMBLY"	4.09090834550288	0.000893281415558812	0.0025371297331454	0.0436341337572765	0.0419189281829244	4.35289664884801e-05	0.23083410928841
"GO_EXTRACELLULAR_MATRIX_PROTEIN_BINDING"	-7.36896083337485	-0.00536495572860494	-0.00311027139042476	0.0884553376480451	0.09269295120756	1.96560221574951e-13	1.62299774954437e-09
"GO_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT"	-8.41679856056789	-0.00406990665005246	-0.0025320783726686	0.119569146627411	0.122870139138772	5.33067978427923e-17	4.72831296865567e-13
"GO_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT_CONFERRING_COMPRESSION_RESISTANCE"	-9.00072195421455	-0.00526170439638814	-0.00337945528146609	0.187743157095662	0.192063736934589	3.4255082259452e-19	3.13571023003024e-15
"GO_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT_CONFERRING_TENSILE_STRENGTH"	-7.6369462474884	-0.00413560173013641	-0.00244600968570618	0.0826623719941055	0.0859531777020268	2.71963523475212e-14	2.29510017460732e-10
"GO_EXTRACELLULAR_MEMBRANE_BOUNDED_ORGANELLE"	-9.7930424337194	-0.00577747136024625	-0.00385010410862935	0.301871211314758	0.306684999049196	2.01951335298123e-22	1.91692207464979e-18
"GO_EXTRACELLULAR_REGULATION_OF_SIGNAL_TRANSDUCTION"	-0.912838880191578	-0.0014378470884962	0.000524217986699489	0.159909109094328	0.160365923645226	0.361364759893389	1
"GO_EXTRACELLULAR_STRUCTURE_ORGANIZATION"	-4.84427490148	-0.00137971726997332	-0.000584720136363245	0.0629985988549436	0.0639808175581119	1.31020220393084e-06	0.00803153951009606
"GO_EXTRACELLULAR_TRANSPORT"	-2.7783303595113	-0.00204459819709281	-0.000352935157875396	0.00158981909129517	0.00278858576877927	0.0054803820670274	1
"GO_EXTRACELLULAR_VESICLE_BIOGENESIS"	1.57397016483328	-0.000527416540078033	0.00482397570178761	0.0602879942027081	0.0581397146218533	0.11555114805585	1
"GO_EXTRAEMBRYONIC_MEMBRANE_DEVELOPMENT"	1.77568359733946	-0.000153550543536483	0.00310629389818022	0.0727844298450766	0.0713080581677547	0.0758363639917104	1
"GO_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY"	-1.68329627545663	-0.00152940435517059	0.000116308040627221	0.122146109360209	0.122852657517481	0.0923739479289092	1
"GO_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS"	-3.37976307303939	-0.00353262905996716	-0.000938949711912268	0.112809501553394	0.115045290939334	0.000730424517520871	1
"GO_EXTRINSIC_COMPONENT_OF_CYTOPLASMIC_SIDE_OF_PLASMA_MEMBRANE"	1.00158424207885	-0.000422354230947489	0.00130476199828656	0.059641777017532	0.0592005731338624	0.31658667703622	1
"GO_EXTRINSIC_COMPONENT_OF_ENDOPLASMIC_RETICULUM_MEMBRANE"	0.816967620785567	-0.00146541010392167	0.0035595454371256	0.0856604051498707	0.0846133374832687	0.413978115722815	1
"GO_EXTRINSIC_COMPONENT_OF_ENDOSOME_MEMBRANE"	7.79100963517289	0.00773212647722747	0.0129314008911278	0.0435939364987853	0.0332621728146077	7.73037041868731e-15	6.59323293009841e-11
"GO_EXTRINSIC_COMPONENT_OF_EXTERNAL_SIDE_OF_PLASMA_MEMBRANE"	4.15809113199976	0.00276022623235326	0.00768448008900315	0.188814200416822	0.183591847256144	3.25519160720726e-05	0.174987982738134
"GO_EXTRINSIC_COMPONENT_OF_MEMBRANE"	2.8273779940707	0.000251163961393672	0.00138702386132433	0.0393016454890397	0.0384825515776807	0.00471027250795065	1
"GO_EXTRINSIC_COMPONENT_OF_MITOCHONDRIAL_INNER_MEMBRANE"	2.49985203257568	0.000548163246374066	0.00453195392724197	-0.0547325790790417	-0.0572726376658497	0.0124514265045914	1
"GO_EXTRINSIC_COMPONENT_OF_ORGANELLE_MEMBRANE"	6.740391545244	0.00328550472356336	0.00598042378535045	-0.0072590589619698	-0.0118920232164267	1.73805737327354e-11	1.35498952820405e-07
"GO_EXTRINSIC_COMPONENT_OF_PLASMA_MEMBRANE"	4.30633279729851	0.000783271709933083	0.0020923410713863	0.0428365105543293	0.0413987041636696	1.68754555761039e-05	0.0934731484360393
"GO_EXTRINSIC_COMPONENT_OF_POSTSYNAPTIC_DENSITY_MEMBRANE"	1.54602217837715	-0.000534697989623689	0.00452507224523656	0.0437282396059132	0.0417330524781068	0.122150251858204	1
"GO_EXTRINSIC_COMPONENT_OF_POSTSYNAPTIC_MEMBRANE"	2.08092686450756	0.000189617984579566	0.0063559866532403	0.00184580814970175	-0.00142699416920819	0.0374833126659686	1
"GO_EXTRINSIC_COMPONENT_OF_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE"	1.75151423723792	-0.000364756061454722	0.00648327359663703	0.0250626179812004	0.0220033592136092	0.0799069377665516	1
"GO_EXTRINSIC_COMPONENT_OF_PRESYNAPTIC_MEMBRANE"	1.43005029662215	-0.000650236279392371	0.00415708304659424	0.126108559575347	0.124355136191746	0.152755713987774	1
"GO_EXTRINSIC_COMPONENT_OF_SYNAPTIC_MEMBRANE"	2.40608884759268	0.000559555392103145	0.00548149711465908	-0.00427711970590763	-0.00729764595928874	0.0161543293853334	1
"GO_EYE_MORPHOGENESIS"	-9.44821215623441	-0.00303013021212064	-0.00198877983086538	0.104718130210525	0.107227585232018	4.84932880386032e-21	4.53800189465249e-17
"GO_EYE_PHOTORECEPTOR_CELL_DEVELOPMENT"	-3.09639726235671	-0.00242923959059649	-0.000545748643075024	0.0553925013841734	0.0568799955010091	0.00196783652674798	1
"GO_EYE_PHOTORECEPTOR_CELL_DIFFERENTIATION"	-5.95068137137067	-0.0036580204233021	-0.00184511205838553	0.0381470946849659	0.0408986609258097	2.81561653516956e-09	2.02076798729119e-05
"GO_EYE_PIGMENTATION"	-1.32830500179429	-0.00387310204780955	0.00074436530865797	0.0444554019487621	0.0460197703183379	0.184126108591427	1
"GO_EYELID_DEVELOPMENT_IN_CAMERA_TYPE_EYE"	-10.4853532731793	-0.00507851825064461	-0.00347864275885716	0.235562800107421	0.239841380612172	1.71117655125192e-25	1.65573443099136e-21
"GO_F_ACTIN_CAPPING_PROTEIN_COMPLEX"	5.48551866407403	0.00314977682792655	0.00665296726708159	0.358538364542042	0.353636992494538	4.28735471007874e-08	0.000289182075194811
"GO_FACE_DEVELOPMENT"	-4.05445660623505	-0.00366143444610104	-0.00127476129592515	-0.0205248642065923	-0.0180567663355792	5.0869025075822e-05	0.267571071898824
"GO_FACIAL_NERVE_MORPHOGENESIS"	-3.79612444733451	-0.00488543755994148	-0.0015579901466797	0.0407888589911707	0.0440105728444813	0.000148407908032815	0.738477750371289
"GO_FACIAL_NERVE_STRUCTURAL_ORGANIZATION"	-5.18895630886536	-0.00604479635734144	-0.0027298132378014	0.0926565075295762	0.0970438123271476	2.18248609345247e-07	0.00141010426497964
"GO_FACIT_COLLAGEN_TRIMER"	-4.42626234075714	-0.00364428837444473	-0.00140702449606008	0.0617099958487427	0.0642356522839951	9.78593062487014e-06	0.0553981532673899
"GO_FAD_BINDING"	1.99581396794047	1.83742489651819e-05	0.00204938110710011	0.124130789182356	0.123096911504323	0.0459975441589076	1
"GO_FANCONI_ANAEMIA_NUCLEAR_COMPLEX"	8.43335086705115	0.00484732333461127	0.00778348036500486	-0.0260773524708158	-0.0323927543206238	4.29577977224545e-17	3.81765948359453e-13
"GO_FARNESYL_DIPHOSPHATE_METABOLIC_PROCESS"	1.70900089538326	-0.000258812626819856	0.00377852877109457	0.344356773954262	0.342596915882125	0.0874992028065069	1
"GO_FASCIA_ADHERENS"	-2.33756061659017	-0.00359216733354222	-0.000315268535725301	0.012202050536692	0.0141557684713258	0.0194421375269582	1
"GO_FAT_CELL_DIFFERENTIATION"	-8.42668810293416	-0.00299410624787375	-0.00186395308691021	0.0613338770644035	0.0637629067317955	4.35993255758022e-17	3.87423607066578e-13
"GO_FAT_CELL_PROLIFERATION"	1.50436181260407	-0.000441601599418158	0.00335531757148043	0.0921881489385161	0.090731290952485	0.132541303832158	1
"GO_FAT_PAD_DEVELOPMENT"	-9.03954536587945	-0.0149162228629926	-0.00959965071434609	0.195037960440411	0.207295897229081	2.05504473826383e-19	1.88755859209533e-15
"GO_FAT_SOLUBLE_VITAMIN_BIOSYNTHETIC_PROCESS"	-13.5704564335959	-0.0104535007269107	-0.00781457355431649	0.101266725642535	0.110400762783149	2.19113628826672e-41	2.21085651486112e-37
"GO_FAT_SOLUBLE_VITAMIN_CATABOLIC_PROCESS"	-1.76881543106069	-0.00185654952301579	9.53644584597044e-05	-0.207044060653894	-0.206163468121616	0.0769769217043197	1
"GO_FAT_SOLUBLE_VITAMIN_METABOLIC_PROCESS"	-9.18058586597184	-0.0049662833529874	-0.00321855679071982	0.0249813297113673	0.0290737497832209	5.7488964675699e-20	5.31198033603459e-16
"GO_FATTY_ACID_ALPHA_OXIDATION"	2.65134686169357	0.000926417102460506	0.00618300849280965	0.0632090343975346	0.0596543215998995	0.00803834751738887	1
"GO_FATTY_ACID_BETA_OXIDATION"	7.32799369448331	0.00376686613155244	0.0065184144015307	0.0911133433317906	0.085970703065249	2.68307856816271e-13	2.20602719874338e-09
"GO_FATTY_ACID_BETA_OXIDATION_USING_ACYL_COA_DEHYDROGENASE"	5.55787894022801	0.00665234236726139	0.0139024213125571	0.0470064666200868	0.0367290847801776	2.85325580989129e-08	0.000194905904373674
"GO_FATTY_ACID_BETA_OXIDATION_USING_ACYL_COA_OXIDASE"	1.35868365264921	-0.000396481576304843	0.0021871617533254	0.165221626190576	0.164326286102066	0.174296282816163	1
"GO_FATTY_ACID_BINDING"	4.18789291506869	0.00122711310913261	0.00338694244377317	0.157844821155649	0.155537793379196	2.85426385550301e-05	0.154187333474273
"GO_FATTY_ACID_BIOSYNTHETIC_PROCESS"	4.43127886711754	0.000822816178394983	0.00212842810072157	0.0662249166248076	0.0647492944852493	9.5386963353966e-06	0.0540462534363571
"GO_FATTY_ACID_CATABOLIC_PROCESS"	5.9408522841219	0.00226803039564592	0.00450205094335769	0.0762452385736147	0.0728601979041129	3.00632385869921e-09	2.15493294191559e-05
"GO_FATTY_ACID_DERIVATIVE_BINDING"	2.30336283436508	0.000189915559014966	0.00236060412446839	0.211477315718269	0.210202055876528	0.0212907120542833	1
"GO_FATTY_ACID_DERIVATIVE_BIOSYNTHETIC_PROCESS"	4.24774741774884	0.000941273885999189	0.00255467813317797	0.0691856693100478	0.0674376933004592	2.19222909972047e-05	0.120090310082687
"GO_FATTY_ACID_DERIVATIVE_CATABOLIC_PROCESS"	2.38528225632378	0.000290372205251337	0.002969524777811	0.120276806247569	0.118646857756038	0.0170960453249068	1
"GO_FATTY_ACID_DERIVATIVE_METABOLIC_PROCESS"	3.90240060934183	0.00059201951859109	0.00178721888222659	0.049437628470422	0.0482480092700132	9.62684562678484e-05	0.490006442403349
"GO_FATTY_ACID_DERIVATIVE_TRANSPORT"	0.513863496976283	-0.000712181364093111	0.00121817894560612	0.0329492364319136	0.0326962376411571	0.607366784674756	1
"GO_FATTY_ACID_ELONGATION"	-1.63032260600918	-0.00403359228088689	0.000370731319676563	0.156025407709971	0.157856838190576	0.103083801588873	1
"GO_FATTY_ACID_ELONGATION_SATURATED_FATTY_ACID"	-5.14072217194275	-0.00544542776349906	-0.00243888259096701	0.228603687975696	0.232545843152929	2.81596490267106e-07	0.00180531509910242
"GO_FATTY_ACID_HOMEOSTASIS"	5.24113152446539	0.0034384868117424	0.00754764006286082	0.0514122590197997	0.0459191955824981	1.64863566249171e-07	0.00107408613411335
"GO_FATTY_ACID_LIGASE_ACTIVITY"	0.349026388801469	-0.00100427563049956	0.00143934284010364	-0.0577347817784001	-0.0579523153832022	0.727081690317258	1
"GO_FATTY_ACID_METABOLIC_PROCESS"	5.35052415532473	0.00100835927540118	0.00217455686676949	0.0677950111802223	0.066203553109137	9.12349818062178e-08	0.000604066814538968
"GO_FATTY_ACID_SYNTHASE_ACTIVITY"	-2.54901440989607	-0.00305353361500599	-0.000398620852113753	0.106511375293195	0.108237452526755	0.0108265082680544	1
"GO_FATTY_ACID_TRANSMEMBRANE_TRANSPORT"	1.36436299044405	-0.000411184934387514	0.00229377813237016	0.0502370550303872	0.0492957584313959	0.17250398039233	1
"GO_FATTY_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY"	-1.24797948947551	-0.00325758495487074	0.000723305779686447	-0.0261528484631	-0.0248857088755079	0.212085902166312	1
"GO_FATTY_ACID_TRANSPORT"	2.4093781162291	0.000166557656054175	0.00162081629777213	0.0454750213925074	0.0445813344155942	0.0160081147368267	1
"GO_FATTY_ACYL_COA_BINDING"	3.75685894685021	0.0011106558587877	0.00353451869441015	0.193504324364828	0.191181737088229	0.000173600664214495	0.855851274577461
"GO_FATTY_ACYL_COA_BIOSYNTHETIC_PROCESS"	1.21167400083547	-0.000553104153037604	0.00234334034820451	0.0825592816422451	0.0816641635446616	0.225687610867591	1
"GO_FATTY_ACYL_COA_METABOLIC_PROCESS"	1.83242413701383	-7.44757539846905e-05	0.00220761596231513	0.0914252414630226	0.0903586713588573	0.0669400422730263	1
"GO_FATTY_ACYL_COA_SYNTHASE_ACTIVITY"	0.559333349659723	-0.0011320898011878	0.00203600305093017	-0.159830079691895	-0.160282036316766	0.575956582545361	1
"GO_FATZ_BINDING"	-9.68077029188364	-0.00527181531234151	-0.00349613055981229	0.14184586778918	0.146229840725257	6.27943709291197e-22	5.93595188392968e-18
"GO_FC_EPSILON_RECEPTOR_SIGNALING_PATHWAY"	6.58035664266245	0.0027059483761564	0.00500248474511372	0.0858524790471215	0.0819982624864865	5.19006679632593e-11	3.98441427953941e-07
"GO_FC_RECEPTOR_MEDIATED_STIMULATORY_SIGNALING_PATHWAY"	0.886964326915621	-0.000297336483203255	0.000788723213312516	0.0923185265216115	0.0920728331565569	0.37513394797925	1
"GO_FC_RECEPTOR_SIGNALING_PATHWAY"	6.03483375672203	0.00187615815296796	0.00368162969183544	0.123699641444789	0.120920747522388	1.70678924420609e-09	1.23503269710753e-05
"GO_FEAR_RESPONSE"	-1.9081873411907	-0.00194073251562692	2.61587675736065e-05	0.0968245671661305	0.0977818540401571	0.0564111805009087	1
"GO_FEEDING_BEHAVIOR"	-20.6246823575548	-0.00752187332184193	-0.00621609345255202	0.0836725697716602	0.0905415531588572	2.12434437101018e-91	2.17299185710631e-87
"GO_FEMALE_GAMETE_GENERATION"	8.37591891315735	0.00243288276829776	0.00391977593410421	0.0205781438891139	0.0174018145379129	7.09893310467507e-17	6.28184590432697e-13
"GO_FEMALE_GENITALIA_DEVELOPMENT"	0.853041892777077	-0.000812724839669792	0.0020649530823158	0.065731626056093	0.06510551193477	0.393667536706108	1
"GO_FEMALE_MATING_BEHAVIOR"	-2.31748843420943	-0.00329697228247204	-0.000275258488907773	-0.0516250949039189	-0.049838979518229	0.0205089728088473	1
"GO_FEMALE_MEIOSIS_CHROMOSOME_SEGREGATION"	14.8722771847424	0.0177252004211355	0.0231081103434943	0.108682598483273	0.0882659431009579	9.88519823512303e-49	1.00334762086499e-44
"GO_FEMALE_MEIOSIS_I"	7.60887044890839	0.0087667759795687	0.0148522305526822	0.0153934827113321	0.00358397944520663	3.27525324753877e-14	2.75743570910289e-10
"GO_FEMALE_MEIOTIC_NUCLEAR_DIVISION"	12.1748955630784	0.0112695808274663	0.0155956802213172	-0.00361224058276981	-0.0170448711071615	1.5043938886072e-33	1.49627016160872e-29
"GO_FEMALE_PREGNANCY"	-8.60157597476559	-0.00359507967351067	-0.00226053390973996	0.0857873166396473	0.0887151234312726	1.00078061894756e-17	8.98400761629223e-14
"GO_FEMALE_PRONUCLEUS"	6.94030527385549	0.00633343987601443	0.0113198457821312	0.174235222832342	0.165408580003269	4.34890464146685e-12	3.45868386135859e-08
"GO_FEMALE_SEX_DIFFERENTIATION"	-0.918939606627628	-0.00106655956700106	0.00038576330252148	0.0310479165966916	0.0313883147289314	0.358162952611159	1
"GO_FERMENTATION"	2.69815535582899	0.000869273265935929	0.00548866093479865	-0.0571692133189975	-0.0603481804193648	0.006991915878546	1
"GO_FERRIC_IRON_BINDING"	2.51665693784199	0.000785432034424092	0.00632099156435041	0.200700478855825	0.197147267056438	0.0118729077720331	1
"GO_FERROUS_IRON_BINDING"	-0.986826238442673	-0.0025768088058531	0.00085117990912143	0.128840271340711	0.129703085789077	0.323766240394565	1
"GO_FERTILIZATION"	4.34044191187495	0.000666833921746797	0.00176531980950607	0.0404907015925778	0.0392746247269513	1.44578279307199e-05	0.0805301015741101
"GO_FEVER_GENERATION"	-8.24872403353856	-0.00526788132582397	-0.00324475459292334	0.110222683685674	0.114479001645047	1.99404513502164e-16	1.75436090979204e-12
"GO_FHF_COMPLEX"	-3.43034770729004	-0.010158336630532	-0.00277015857797368	0.0484755896039168	0.0549398372081697	0.000606490694470363	1
"GO_FIBRILLAR_CENTER"	8.56425988073188	0.00410174203219766	0.00653713799715657	0.0660348475966852	0.0607154075820081	1.46837658894127e-17	1.31478439773801e-13
"GO_FIBRILLAR_COLLAGEN_TRIMER"	-9.41818563326778	-0.00471652435799389	-0.00309124248828001	0.0687096189150195	0.0726135023381564	7.24648426649539e-21	6.76169446906685e-17
"GO_FIBRINOGEN_BINDING"	-2.61407030709589	-0.00183732857087428	-0.000262569640711014	-0.249664944536026	-0.248614995430233	0.00896875159826602	1
"GO_FIBRINOGEN_COMPLEX"	-1.98562009109769	-0.00309219273980233	-1.97663742463286e-05	0.0402517278771862	0.0418077074342105	0.047125143323701	1
"GO_FIBRINOLYSIS"	1.17615797649225	-0.00038489235152833	0.00153941389894675	0.0326428468648437	0.0320655860911345	0.239579533528717	1
"GO_FIBROBLAST_ACTIVATION"	-7.65249428771939	-0.0102305401513036	-0.0060579598963418	0.127551836152132	0.135696086175954	2.24853585813941e-14	1.90046250729943e-10
"GO_FIBROBLAST_APOPTOTIC_PROCESS"	2.40814186183018	0.000411516435999642	0.00401499440881896	0.142423096405959	0.14020984098355	0.0160662145636414	1
"GO_FIBROBLAST_GROWTH_FACTOR_ACTIVATED_RECEPTOR_ACTIVITY"	-7.62961471532004	-0.00488045259580993	-0.00288504829729192	0.149717811009802	0.153600561456352	2.85174781723252e-14	2.40544928383563e-10
"GO_FIBROBLAST_GROWTH_FACTOR_BINDING"	0.445030912892364	-0.000808675468341658	0.00128367770077984	0.185158907520765	0.184921406404546	0.656312334395137	1
"GO_FIBROBLAST_GROWTH_FACTOR_PRODUCTION"	-9.72113756001728	-0.0118461770955771	-0.00787024656614827	0.145887081099655	0.155745292930518	3.44981107976447e-22	3.26697109253695e-18
"GO_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_BINDING"	-4.51684671291436	-0.00324319861161312	-0.00128004160898502	0.0155788508417745	0.0178404709520736	6.40389274659329e-06	0.0369824806115762
"GO_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY"	8.01950242732327	0.0039467105200375	0.00650064585212388	0.0761972558328893	0.0709735776468086	1.30561320676492e-15	1.13105272102045e-11
"GO_FIBROBLAST_MIGRATION"	-0.816296743553416	-0.00153436605421178	0.000632199370215826	0.137279451443572	0.13773053478557	0.414361873342301	1
"GO_FIBROBLAST_PROLIFERATION"	7.70929634446722	0.00263483918075569	0.00443181403948742	0.121452165504354	0.117918838894232	1.4898909355257e-14	1.26387448060646e-10
"GO_FIBRONECTIN_BINDING"	2.63021722403952	0.000341919913707973	0.00234309418888189	0.077718836740253	0.0763763296889581	0.00855339563001546	1
"GO_FICOLIN_1_RICH_GRANULE"	8.285290686407	0.00518061804489273	0.00839221674203838	0.183705441468406	0.17691902407494	1.5160013627964e-16	1.33620360116875e-12
"GO_FICOLIN_1_RICH_GRANULE_MEMBRANE"	1.91654098360964	-2.53125655884754e-05	0.00223966137984023	0.089584792498483	0.0884776180913571	0.0553434968352943	1
"GO_FILAMENTOUS_ACTIN"	4.19276246178255	0.000954712685890141	0.00263144192802653	0.0336791321116535	0.0318860548046951	2.79473802599373e-05	0.151111485065481
"GO_FILAMIN_BINDING"	-7.05136108485602	-0.00399212702917548	-0.00225519081378676	0.0572490826139915	0.0603727415354726	2.03749489732488e-12	1.63529340459295e-08
"GO_FILOPODIUM"	5.23846095671268	0.00124077830548835	0.00272477409591932	0.126007525253147	0.124024749052443	1.67249654345736e-07	0.00108912974909943
"GO_FILOPODIUM_ASSEMBLY"	-3.26076248115141	-0.00194790472119577	-0.000485162447145193	0.110358281910816	0.111574815494986	0.00111713319912335	1
"GO_FILOPODIUM_MEMBRANE"	3.11232095707927	0.00123374424608658	0.00543273226301016	0.0743822740871561	0.0710490358326078	0.0018646476232573	1
"GO_FILOPODIUM_TIP"	2.55289385243284	0.000516955455665278	0.00393740584064136	0.104128381553595	0.101901200905442	0.0107063138976338	1
"GO_FILTRATION_DIAPHRAGM"	5.51542967853946	0.00442762251386167	0.00931055241656011	0.0632998747309017	0.0564307872656908	3.61635062076269e-08	0.000245441716631163
"GO_FLAP_ENDONUCLEASE_ACTIVITY"	10.7565011328207	0.00773127179788476	0.0111775163527854	0.0217175341194549	0.0122631400441198	1.08120250085038e-26	1.05298311557819e-22
"GO_FLAVIN_ADENINE_DINUCLEOTIDE_BINDING"	4.01679053593977	0.000787685272547988	0.0022894491862548	0.11341286432152	0.111874297092119	5.97058477471921e-05	0.311783936935837
"GO_FLAVIN_CONTAINING_COMPOUND_METABOLIC_PROCESS"	-2.32700735580637	-0.00568479873323253	-0.000486188941025718	0.042903418471366	0.0459889123084951	0.0199959408365111	1
"GO_FLAVONE_METABOLIC_PROCESS"	-9.5671984830288	-0.00659151374736875	-0.00434942073145796	0.298255444251545	0.303725911490959	1.89370601094951e-21	1.78121987389911e-17
"GO_FLAVONOID_GLUCURONIDATION"	-9.85178603895163	-0.00686652575332151	-0.00458715884066526	0.311950406539005	0.317677248835998	1.24065682638121e-22	1.1801127732538e-18
"GO_FLAVONOID_METABOLIC_PROCESS"	-7.04826903670907	-0.00490947845985826	-0.00277274999600782	0.136697906658523	0.140539020886457	2.03656017461379e-12	1.63474685216249e-08
"GO_FLEMMING_BODY"	6.8517647294351	0.00511868629753692	0.00922184965912368	0.0676834124903578	0.0605131445120275	8.19970419234346e-12	6.46546675566282e-08
"GO_FLIPPASE_ACTIVITY"	-0.308610289391164	-0.00182947767565446	0.00133180920809854	0.00485400360084713	0.00510283783462509	0.757628520945046	1
"GO_FLOOR_PLATE_DEVELOPMENT"	-6.07357374647252	-0.00366960664756204	-0.00187872157902342	0.168646981376413	0.171421145489706	1.3404065493434e-09	9.74207480062784e-06
"GO_FLOPPASE_ACTIVITY"	-1.47243707617581	-0.00392809214597785	0.000558300731193977	0.0222133832364762	0.0238982789438681	0.140952536356327	1
"GO_FLOTILLIN_COMPLEX"	3.59728977457815	0.00208421009383943	0.00707619719769307	0.0981853811027823	0.0936051774570161	0.000324091341617157	1
"GO_FLUID_TRANSPORT"	-3.68804771627172	-0.00251654796517023	-0.00076972840451101	0.0206932257582443	0.0223363639430849	0.000228088912305193	1
"GO_FMN_BINDING"	0.962366548278216	-0.00074392151428032	0.00217867164862764	0.07765357997699	0.0769362049098163	0.335902921033086	1
"GO_FOAM_CELL_DIFFERENTIATION"	-8.01211689755362	-0.00695872477277351	-0.00422290960953067	0.0662450926272725	0.0718359098184246	1.32564017817201e-15	1.14813695831478e-11
"GO_FOCAL_ADHESION_ASSEMBLY"	1.86076562027705	-3.03205270270507e-05	0.0011634735253341	0.0826184048219404	0.0820518283227869	0.0628243920350677	1
"GO_FOLATE_IMPORT_ACROSS_PLASMA_MEMBRANE"	0.893021277176067	-0.000792853312107383	0.00211952579401992	-0.0571971777987199	-0.0578605140396762	0.371885796564988	1
"GO_FOLATE_TRANSMEMBRANE_TRANSPORT"	0.70782102426615	-0.00114663338731334	0.00244257752500476	-0.0241935705652743	-0.02484154263412	0.479084042419541	1
"GO_FOLIC_ACID_BINDING"	13.8234461923996	0.0114118724069422	0.0151837302339321	-0.0429577827049607	-0.0562555840253979	1.28322233222565e-42	1.29605455554791e-38
