""	"rho"	"Pval"	"SE"	"Tval"	"n"	"FDR"
"GO_GLUTATHIONE_DERIVATIVE_METABOLIC_PROCESS"	0.0323403719805659	1	0.0147799228210482	2.18812861015144	4575	1
"GO_GLUTATHIONE_DISULFIDE_OXIDOREDUCTASE_ACTIVITY"	0.0351216255934817	1	0.0147785347336222	2.37652962398075	4575	1
"GO_GLUTATHIONE_HYDROLASE_ACTIVITY"	-0.0960548019264616	3.47758688909563e-07	0.0147192806122498	-6.52578101177866	4575	0.00161255704047364
"GO_GLUTATHIONE_METABOLIC_PROCESS"	0.139524281495225	1.56540897982253e-17	0.0146430147888523	9.5283849335073	4575	9.73684385449612e-14
"GO_GLUTATHIONE_PEROXIDASE_ACTIVITY"	0.0588546608001359	0.200223489233435	0.0147620245597176	3.98689627984617	4575	1
"GO_GLUTATHIONE_TRANSFERASE_ACTIVITY"	0.0661227422458187	0.0250895769511005	0.0147552952090528	4.48128900906371	4575	1
"GO_GLYCERALDEHYDE_3_PHOSPHATE_DEHYDROGENASE_NADPLUS_NON_PHOSPHORYLATING_ACTIVITY"	-0.079403472700977	0.00029312449601508	0.014740966897673	-5.38658510341758	4575	1
"GO_GLYCERALDEHYDE_3_PHOSPHATE_METABOLIC_PROCESS"	0.0858069795994033	2.57273945081108e-05	0.014733117905938	5.82408829870424	4575	0.107874965172508
"GO_GLYCEROL_3_PHOSPHATE_METABOLIC_PROCESS"	-0.119444255226739	2.91242056012182e-12	0.0146817918526244	-8.1355366174455	4575	1.61988831553976e-08
"GO_GLYCEROL_BIOSYNTHETIC_PROCESS"	-0.154395958464029	5.56668679607793e-22	0.0146103400175185	-10.567581471677	4575	3.71632010506163e-18
"GO_GLYCEROL_ETHER_BIOSYNTHETIC_PROCESS"	-0.0983935258133921	1.21517380015855e-07	0.0147159021799118	-6.68620412194002	4575	0.000575627829135103
"GO_GLYCEROL_ETHER_METABOLIC_PROCESS"	0.0349730534307189	1	0.0147786117811647	2.36646404605417	4575	1
"GO_GLYCEROL_TRANSMEMBRANE_TRANSPORTER_ACTIVITY"	-0.318758020358247	1.46601595282808e-104	0.0140162765373794	-22.741989964893	4575	1.4573664587064e-100
"GO_GLYCEROL_TRANSPORT"	-0.318758020358247	1.46601595282808e-104	0.0140162765373794	-22.741989964893	4575	1.4573664587064e-100
"GO_GLYCEROLIPID_BIOSYNTHETIC_PROCESS"	0.0765901103683604	0.000807997238508719	0.01474422172003	5.19458482263008	4575	1
"GO_GLYCEROLIPID_CATABOLIC_PROCESS"	0.0151115353232644	1	0.0147859695072984	1.02201856400457	4575	1
"GO_GLYCEROLIPID_METABOLIC_PROCESS"	0.0894207151514161	5.97824424582195e-06	0.0147284178553474	6.07130487671154	4575	0.0260591666675379
"GO_GLYCEROPHOSPHOLIPID_CATABOLIC_PROCESS"	0.059925096543585	0.14982097951309	0.0147610828007401	4.05966807127324	4575	1
"GO_GLYCEROPHOSPHOLIPID_METABOLIC_PROCESS"	0.117215896716417	9.92800009552678e-12	0.0146857186805264	7.9816248197542	4575	5.44054405234868e-08
"GO_GLYCINE_BINDING"	-0.149882129123615	1.39990104373547e-20	0.0146206147757253	-10.251424541495	4575	9.16795193542358e-17
"GO_GLYCINE_METABOLIC_PROCESS"	-0.0833418238801086	6.70980814384207e-05	0.0147362120592246	-5.65557984271394	4575	0.273239120485214
"GO_GLYCINE_N_ACYLTRANSFERASE_ACTIVITY"	-0.305256518964084	2.81062822233946e-95	0.0140818454948556	-21.6773092046493	4575	2.76116116562629e-91
"GO_GLYCINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY"	-0.142746508918338	1.86366773085065e-18	0.0146362217956732	-9.75296158469927	4575	1.1780243726707e-14
"GO_GLYCINE_TRANSPORT"	0.0116157691440335	1	0.0147866603932912	0.785557308755374	4575	1
"GO_GLYCINERGIC_SYNAPSE"	-0.302414816018401	2.18828604684776e-93	0.0140952468911662	-21.4550918017571	4575	2.14036258242179e-89
"GO_GLYCOGEN_BIOSYNTHETIC_PROCESS"	0.00396378473278066	1	0.0147875418781438	0.268048926957847	4575	1
"GO_GLYCOGEN_GRANULE"	0.0147863705115985	1	0.0147860413962669	1.0000222585155	4575	1
"GO_GLYCOLIPID_BINDING"	-0.0299692333844277	1	0.0147810157514835	-2.02754897825068	4575	1
"GO_GLYCOLIPID_BIOSYNTHETIC_PROCESS"	0.110320870542271	3.79635867068612e-10	0.0146973945301474	7.50615153699383	4575	1.98056031849695e-06
"GO_GLYCOLIPID_CATABOLIC_PROCESS"	0.0116288151968467	1	0.0147866581509606	0.786439713295952	4575	1
"GO_GLYCOLIPID_TRANSPORT"	-0.0331649317098796	1	0.0147795232434867	-2.24397845339804	4575	1
"GO_GLYCOLYTIC_FERMENTATION"	-0.17624239072514	2.25642073901823e-29	0.0145561838562338	-12.1077332126211	4575	1.65057177059183e-25
"GO_GLYCOLYTIC_PROCESS_THROUGH_FRUCTOSE_6_PHOSPHATE"	0.29832466239433	1.05855924531201e-90	0.0141142939785474	21.1363503443926	4575	1.02775517127343e-86
"GO_GLYCOPROTEIN_BIOSYNTHETIC_PROCESS"	0.222669850670616	1.40238953993422e-48	0.0144163977875883	15.4455956301595	4575	1.17323908910897e-44
"GO_GLYCOPROTEIN_CATABOLIC_PROCESS"	-0.0961271696173687	3.36881982812211e-07	0.0147191773025494	-6.53074337250622	4575	0.00156414304619709
"GO_GLYCOPROTEIN_COMPLEX"	-0.179626962545505	1.30653821762147e-30	0.0145471338136618	-12.3479281105403	4575	9.69059396009842e-27
"GO_GLYCOPROTEIN_METABOLIC_PROCESS"	0.224006406589649	3.32572109318964e-49	0.0144118692261438	15.5431889558984	4575	2.79227542984202e-45
"GO_GLYCOSAMINOGLYCAN_BINDING"	-0.109349203258	6.23185394165202e-10	0.0146989823216329	-7.43923632706652	4575	3.22872352716991e-06
"GO_GLYCOSIDE_CATABOLIC_PROCESS"	-0.0361828359909666	1	0.0147779748937143	-2.4484299270502	4575	1
"GO_GLYCOSIDE_METABOLIC_PROCESS"	0.0131613007799534	1	0.0147863772340705	0.890096375306005	4575	1
"GO_GLYCOSPHINGOLIPID_BINDING"	-0.149988680441047	1.29838247910988e-20	0.0146203758297425	-10.2588799486209	4575	8.50440523816969e-17
"GO_GLYCOSPHINGOLIPID_BIOSYNTHETIC_PROCESS"	0.0746096910103638	0.00161142904373503	0.0147464420761399	5.05950456558493	4575	1
"GO_GLYCOSPHINGOLIPID_METABOLIC_PROCESS"	0.152163533646042	2.77904965956836e-21	0.0146154606545249	10.4111349784198	4575	1.83889715973638e-17
"GO_GLYCOSYL_COMPOUND_BIOSYNTHETIC_PROCESS"	-0.0307221717756464	1	0.0147806777208001	-2.07853606958852	4575	1
"GO_GLYCOSYL_COMPOUND_CATABOLIC_PROCESS"	0.350439960244799	2.59842125597545e-128	0.0138499016493718	25.3027038831496	4575	2.61297241500891e-124
"GO_GLYCOSYL_COMPOUND_METABOLIC_PROCESS"	0.242419659562556	3.04841302519515e-58	0.0143465641549526	16.8974018409049	4575	2.65577742755002e-54
"GO_GLYCOSYLATION"	0.167698519435222	2.3320699294287e-26	0.0145782400666807	11.5033446196641	4575	1.65180513101434e-22
"GO_GLYCOSYLCERAMIDE_BIOSYNTHETIC_PROCESS"	-0.101606686648484	2.74637127782415e-08	0.0147111267188898	-6.90679161358976	4575	0.000133775744942814
"GO_GLYCOSYLCERAMIDE_CATABOLIC_PROCESS"	2.44119592461507e-05	1	0.0147876580429995	0.00165083336219743	4575	1
"GO_GLYCOSYLCERAMIDE_METABOLIC_PROCESS"	0.0254621481966456	1	0.0147828636956518	1.7224097252642	4575	1
"GO_GLYCOSYLPHOSPHATIDYLINOSITOL_N_ACETYLGLUCOSAMINYLTRANSFERASE_GPI_GNT_COMPLEX"	-0.0130067730942243	1	0.0147864071349966	-0.87964391724611	4575	1
"GO_GLYOXYLATE_METABOLIC_PROCESS"	0.0286912571365001	1	0.0147815702812317	1.94101550719072	4575	1
"GO_GMP_METABOLIC_PROCESS"	-0.041190901372447	1	0.0147751076832279	-2.78785794699861	4575	1
"GO_GOLGI_APPARATUS"	0.3215804564361	1.45603883467947e-106	0.0140021710387361	22.9664710955514	4575	1.44919545215648e-102
"GO_GOLGI_ASSOCIATED_VESICLE"	0.447969230544549	1.01017880445577e-220	0.0132208905099002	33.883438502807	4575	1.03119052358845e-216
"GO_GOLGI_ASSOCIATED_VESICLE_MEMBRANE"	0.460460786643223	6.22654519087074e-235	0.0131267089748984	35.0781591580754	4575	6.35979325795537e-231
"GO_GOLGI_CIS_CISTERNA"	-0.0561513170605357	0.409692549685212	0.0147643271183437	-3.80317481524581	4575	1
"GO_GOLGI_CISTERNA"	0.028063013173644	1	0.0147818340183303	1.89847979207752	4575	1
"GO_GOLGI_CISTERNA_MEMBRANE"	0.0603865342632435	0.131791695411144	0.014760671577792	4.09104246680057	4575	1
"GO_GOLGI_DISASSEMBLY"	-0.0237959443367388	1	0.0147834707212984	-1.60963178304646	4575	1
"GO_GOLGI_LOCALIZATION"	0.0698014338316593	0.00793701275832415	0.0147515895494231	4.73179067230685	4575	1
"GO_GOLGI_LUMEN"	-0.238356021737074	3.52168628280249e-56	0.0143614458772298	-16.5969376464378	4575	3.04238477971307e-52
"GO_GOLGI_MEDIAL_CISTERNA"	0.0413102751769161	1	0.0147750348032224	2.79595112479238	4575	1
"GO_GOLGI_MEMBRANE"	0.372108370303132	3.22200985756451e-146	0.0137257458451301	27.1102477418491	4575	3.26389598571285e-142
"GO_GOLGI_ORGANIZATION"	0.0938553595938346	9.1740620709544e-07	0.0147223830082726	6.37501140549712	4575	0.00418704192918359
"GO_GOLGI_RIBBON_FORMATION"	0.0393763795320441	1	0.0147761894737104	2.6648534523804	4575	1
"GO_GOLGI_STACK"	0.0712767819059007	0.00491583017845473	0.0147500467582468	4.83230887834643	4575	1
"GO_GOLGI_TO_ENDOSOME_TRANSPORT"	0.0450298762018848	1	0.0147726580483811	3.04819051889037	4575	1
"GO_GOLGI_TO_LYSOSOME_TRANSPORT"	-0.0101995201031945	1	0.0147868888458117	-0.689767821314447	4575	1
"GO_GOLGI_TO_PLASMA_MEMBRANE_PROTEIN_TRANSPORT"	0.100025508818913	5.74049179961651e-08	0.0147134960649097	6.79821494345344	4575	0.000275658416217585
"GO_GOLGI_TO_PLASMA_MEMBRANE_TRANSPORT"	0.12341039633182	3.09256963373463e-13	0.0146746170417472	8.40978650282557	4575	1.76276469122874e-09
"GO_GOLGI_TO_VACUOLE_TRANSPORT"	0.00798781765992333	1	0.0147871862749117	0.540185097517548	4575	1
"GO_GOLGI_TRANS_CISTERNA"	-0.00174690659119038	1	0.014787635483769	-0.118132922136727	4575	1
"GO_GOLGI_TRANSPORT_COMPLEX"	-0.00970063685573097	1	0.0147869622543099	-0.656026348677773	4575	1
"GO_GOLGI_VESICLE_BUDDING"	0.227550203817317	6.96940669751974e-51	0.0143997238045309	15.8024005811637	4575	5.88496701538567e-47
"GO_GOLGI_VESICLE_FUSION_TO_TARGET_MEMBRANE"	-0.00859368652918239	1	0.014787111992343	-0.581160576428468	4575	1
"GO_GOLGI_VESICLE_TRANSPORT"	0.327848920823489	4.3361887038307e-111	0.013970346630642	23.4674864905926	4575	4.32881718303419e-107
"GO_GONADAL_MESODERM_DEVELOPMENT"	-0.207261934032854	1.14478009060452e-41	0.0144665512289964	-14.3269761225069	4575	9.22578275018181e-38
"GO_GONADOTROPIN_SECRETION"	-0.182459907474967	1.15035185535129e-31	0.0145394219843431	-12.5493233273957	4575	8.62188715585795e-28
"GO_GPI_ANCHOR_BINDING"	-0.0799522738045843	0.000240043364507878	0.0147403182108247	-5.42405344722279	4575	0.940489902141866
"GO_GPI_ANCHOR_METABOLIC_PROCESS"	0.0923731143614744	1.73594485276451e-06	0.0147244328796161	6.27345821171502	4575	0.00781175183744031
"GO_GPI_ANCHOR_TRANSAMIDASE_ACTIVITY"	0.0321534033376028	1	0.0147800120245498	2.1754653030184	4575	1
"GO_GPI_ANCHOR_TRANSAMIDASE_COMPLEX"	0.0321534033376028	1	0.0147800120245498	2.1754653030184	4575	1
"GO_GPI_LINKED_EPHRIN_RECEPTOR_ACTIVITY"	-0.29709492053136	6.64944211054598e-90	0.014119964976321	-21.0407689416783	4575	6.43333524195323e-86
"GO_GRANULAR_COMPONENT"	-0.162487250155945	1.34372652834858e-24	0.0145911395843711	-11.1360219135995	4575	9.31202484145568e-21
"GO_GRANULOCYTE_COLONY_STIMULATING_FACTOR_PRODUCTION"	0.240775885692364	2.1040974261037e-57	0.0143526160905951	16.7757490462061	4575	1.82656697560063e-53
"GO_GRANULOCYTE_DIFFERENTIATION"	-0.0140153219568313	1	0.0147862056117907	-0.947864673656056	4575	1
"GO_GRANULOCYTE_MACROPHAGE_COLONY_STIMULATING_FACTOR_PRODUCTION"	0.0414983257446735	1	0.0147749195661862	2.80870061991041	4575	1
"GO_GRANULOCYTE_MIGRATION"	0.24538378393515	9.00825086913615e-60	0.0143355404122539	17.117163139898	4575	7.89212858645018e-56
"GO_GRANZYME_MEDIATED_APOPTOTIC_SIGNALING_PATHWAY"	-0.149382782778271	1.98632051331827e-20	0.0146217322672735	-10.2164900880192	4575	1.29706729519683e-16
"GO_GROOMING_BEHAVIOR"	0.00574263085991849	1	0.0147874142131128	0.388345844456443	4575	1
"GO_GROWTH"	0.0707745582152329	0.00578509887377819	0.0147505755810222	4.79808790012844	4575	1
"GO_GROWTH_CONE_MEMBRANE"	-0.0527067604123108	0.961886999547169	0.0147671036862596	-3.56920094367272	4575	1
"GO_GROWTH_FACTOR_ACTIVITY"	-0.131344191306165	2.78160757547936e-15	0.0146595499988521	-8.95963322997295	4575	1.66228868710647e-11
"GO_GROWTH_FACTOR_BINDING"	-0.0741508357088977	0.00188277923034344	0.0147469481775676	-5.02821565628696	4575	1
"GO_GROWTH_FACTOR_COMPLEX"	-0.290095975489226	1.96138324972183e-85	0.0141517526320798	-20.498943348658	4575	1.8691982369849e-81
"GO_GROWTH_FACTOR_RECEPTOR_BINDING"	-0.0392477889506896	1	0.0147762642855747	-2.65613745072259	4575	1
"GO_GROWTH_HORMONE_RECEPTOR_BINDING"	-0.103603422840101	1.0615915783659e-08	0.0147080810178784	-7.04397961325927	4575	5.24957035501936e-05
"GO_GROWTH_HORMONE_RECEPTOR_SIGNALING_PATHWAY_VIA_JAK_STAT"	0.0300450029658641	1	0.014780982114721	2.03267974568085	4575	1
"GO_GROWTH_HORMONE_SECRETION"	-0.0889938398107463	7.11028764144797e-06	0.0147289832291998	-6.04208983240055	4575	0.0307875454874697
"GO_GROWTH_INVOLVED_IN_HEART_MORPHOGENESIS"	-0.263652707454529	1.15762355615245e-69	0.0142644362548579	-18.4832195779724	4575	1.05008032778589e-65
"GO_GROWTH_PLATE_CARTILAGE_CHONDROCYTE_DIFFERENTIATION"	-0.110483165254102	3.49521905608397e-10	0.0146971279402021	-7.51733030450726	4575	1.82660147870949e-06
"GO_GROWTH_PLATE_CARTILAGE_DEVELOPMENT"	-0.0856617500049767	2.72249791202987e-05	0.0147333027099816	-5.81415801271376	4575	0.113882087660209
"GO_GROWTH_PLATE_CARTILAGE_MORPHOGENESIS"	-0.330607518673292	4.08316578471525e-113	0.0139561234017907	-23.6890653052603	4575	4.0811242018229e-109
"GO_GTP_BIOSYNTHETIC_PROCESS"	-0.108383431439282	1.01281008739022e-09	0.0147005463927147	-7.37274850498036	4575	5.19774136848661e-06
"GO_GTP_DEPENDENT_PROTEIN_BINDING"	-0.0480065491580714	1	0.0147706081873102	-3.25014031577353	4575	1
"GO_GTP_METABOLIC_PROCESS"	-0.0180674607236623	1	0.014785244259602	-1.22199271154609	4575	1
"GO_GTP_RHO_BINDING"	-0.0116889668540318	1	0.0147866477796472	-0.790508236093973	4575	1
"GO_GTPASE_ACTIVATING_PROTEIN_BINDING"	0.0646354153156742	0.0391069368193935	0.014756736245375	4.3800617047643	4575	1
"GO_GTPASE_ACTIVITY"	0.201981977139442	2.00882914469698e-39	0.0144828731574273	13.9462643181308	4575	1.59541210671834e-35
"GO_GTPASE_BINDING"	0.0727889476810772	0.00297740427621398	0.0147484318075471	4.93536862975692	4575	1
"GO_GTPASE_INHIBITOR_ACTIVITY"	0.0149075180466073	1	0.0147860147952075	1.00821744419187	4575	1
"GO_GTPASE_REGULATOR_ACTIVITY"	0.0979349111544933	1.49696250101656e-07	0.0147165711445798	6.65473704386386	4575	0.000706416604229715
"GO_GUANOSINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS"	-0.0553104157018029	0.508110794877849	0.0147650212083324	-3.7460437693506	4575	1
"GO_GUANOSINE_CONTAINING_COMPOUND_METABOLIC_PROCESS"	0.00183599769806585	1	0.0147876331236186	0.124157644615447	4575	1
"GO_GUANYL_NUCLEOTIDE_BINDING"	0.17274403696867	4.03900165173414e-28	0.0145653514802051	11.8599291753059	4575	2.91292799123066e-24
"GO_GUANYL_NUCLEOTIDE_EXCHANGE_FACTOR_ACTIVITY"	-0.0151744926412271	1	0.0147859554076676	-1.02627745200408	4575	1
"GO_GUANYL_NUCLEOTIDE_EXCHANGE_FACTOR_COMPLEX"	-0.0869353470176375	1.64310019164224e-05	0.0147316713182584	-5.90125486372275	4575	0.0697988961409624
"GO_GUANYLATE_CYCLASE_ACTIVITY"	-0.289763293361951	3.17600084200544e-85	0.0141532429803923	-20.4732790755719	4575	3.02450560184178e-81
"GO_GUANYLATE_CYCLASE_REGULATOR_ACTIVITY"	-0.288728791052372	1.41548333442023e-84	0.014157865415377	-20.3935256185428	4575	1.34470916769922e-80
"GO_GUANYLATE_KINASE_ACTIVITY"	-0.121445106025833	9.48779719005045e-13	0.014678202012039	-8.27384075557917	4575	5.34542493687442e-09
"GO_GUANYLYLTRANSFERASE_ACTIVITY"	-0.144848215181894	4.52939848500284e-19	0.014631705735075	-9.8996123763387	4575	2.89473857176532e-15
"GO_H3_HISTONE_ACETYLTRANSFERASE_ACTIVITY"	-0.0567767021326908	0.348152218676697	0.0147638041058573	-3.84566888896647	4575	1
"GO_H3_HISTONE_ACETYLTRANSFERASE_COMPLEX"	-0.0484972419843458	1	0.0147702576537029	-3.28343913297866	4575	1
"GO_H4_H2A_HISTONE_ACETYLTRANSFERASE_COMPLEX"	0.0612326735580148	0.104126721525325	0.0147599092918085	4.14858061438074	4575	1
"GO_H4_HISTONE_ACETYLTRANSFERASE_ACTIVITY"	0.0356825735185513	1	0.0147782408852396	2.41453457117422	4575	1
"GO_H4_HISTONE_ACETYLTRANSFERASE_COMPLEX"	0.0143538950088322	1	0.014786134586529	0.970767236347852	4575	1
"GO_HAIR_CELL_DIFFERENTIATION"	0.0570040382793358	0.327723429350166	0.0147636125433131	3.86111719689871	4575	1
"GO_HAIR_FOLLICLE_MATURATION"	0.0393223550091539	1	0.0147762209341349	2.66119159861196	4575	1
"GO_HAIR_FOLLICLE_PLACODE_FORMATION"	-0.0815850200881633	0.000131002381314492	0.0147383616999131	-5.5355555623692	4575	0.523878522876652
"GO_HAPTOGLOBIN_BINDING"	-0.297218250767274	5.53402101448349e-90	0.014119397394039	-21.0503495632722	4575	5.35748574412146e-86
"GO_HAPTOGLOBIN_HEMOGLOBIN_COMPLEX"	-0.297218250767274	5.53402101448349e-90	0.014119397394039	-21.0503495632722	4575	5.35748574412146e-86
"GO_HARD_PALATE_DEVELOPMENT"	-0.264271366016785	5.17994841965001e-70	0.0142619325980361	-18.5298425862127	4575	4.70287517020024e-66
"GO_HAUS_COMPLEX"	-0.0850310707826134	3.48372292303804e-05	0.0147341015884125	-5.77103872077854	4575	0.144504826847618
"GO_HEAD_DEVELOPMENT"	-0.065496790508163	0.0303031581551337	0.0147559056913997	-4.43868318746013	4575	1
"GO_HEAD_MORPHOGENESIS"	-0.0301611604071938	1	0.0147809303833175	-2.04054546128133	4575	1
"GO_HEART_DEVELOPMENT"	0.0337804198627625	1	0.0147792184168029	2.28567025062412	4575	1
"GO_HEART_FIELD_SPECIFICATION"	-0.166509516951283	5.94646883882897e-26	0.0145812200852475	-11.4194502228073	4575	4.18809800318724e-22
"GO_HEART_FORMATION"	-0.135581076858335	1.979181700644e-16	0.0146511125804997	-9.25397822952983	4575	1.20769667373297e-12
"GO_HEART_GROWTH"	-0.035796584206021	1	0.0147781805915392	-2.42225922090268	4575	1
"GO_HEART_INDUCTION"	-0.290543641114007	1.02431043108824e-85	0.0141497442339702	-20.5334906631372	4575	9.77089720215074e-82
"GO_HEART_MORPHOGENESIS"	-0.145711913029323	2.51709444328728e-19	0.0146298303107952	-9.95991819001506	4575	1.61597463259044e-15
"GO_HEART_PROCESS"	0.0308802817764162	1	0.014780605670986	2.08924332762855	4575	1
"GO_HEART_TRABECULA_FORMATION"	0.0949841415901718	5.58910134639457e-07	0.0147207998768807	6.45237639154012	4575	0.00257042770920686
"GO_HEART_TRABECULA_MORPHOGENESIS"	0.0631616179295669	0.0601723645905941	0.0147581317025339	4.27978413546223	4575	1
"GO_HEART_VALVE_DEVELOPMENT"	-0.0747742381494287	0.00152304518164485	0.0147462598215597	-5.0707256656434	4575	1
"GO_HEART_VALVE_FORMATION"	-0.239011612199132	1.64540334093224e-56	0.014359063051594	-16.6453487487541	4575	1.42228664790183e-52
"GO_HEAT_ACCLIMATION"	0.218829245569322	8.3370264321596e-47	0.0144292520731711	15.1656679403501	4575	6.92056564133569e-43
"GO_HEAT_GENERATION"	-0.1996221243241	1.9312738229314e-38	0.0144900261849693	-13.7765192261122	4575	1.52396817367516e-34
"GO_HEAT_SHOCK_PROTEIN_BINDING"	0.179141828569686	1.97154887403558e-30	0.0145484419354861	12.3134717356042	4575	1.45874901189892e-26
"GO_HELICASE_ACTIVITY"	0.0894127682200511	5.99699052943295e-06	0.0147284284055512	6.07076096363079	4575	0.0261348847272688
"GO_HEMATOPOIETIC_PROGENITOR_CELL_DIFFERENTIATION"	0.33592136457427	4.45139194741775e-117	0.0139283477463427	24.1178186165317	4575	4.45895931372836e-113
"GO_HEMATOPOIETIC_STEM_CELL_DIFFERENTIATION"	0.358637861486339	6.36926229921357e-135	0.0138039353030567	25.9808419564908	4575	6.43104414351594e-131
"GO_HEMATOPOIETIC_STEM_CELL_HOMEOSTASIS"	-0.0626993338438339	0.0687156384240782	0.0147585627558927	-4.2483360257285	4575	1
"GO_HEMATOPOIETIC_STEM_CELL_MIGRATION"	-0.0252419832601902	1	0.0147829462615138	-1.70750693492715	4575	1
"GO_HEMATOPOIETIC_STEM_CELL_PROLIFERATION"	-0.0372019984069768	1	0.0147774215286619	-2.51748915295005	4575	1
"GO_HEME_BIOSYNTHETIC_PROCESS"	0.0339486702143795	1	0.0147791341124895	2.29706760598987	4575	1
"GO_HEME_METABOLIC_PROCESS"	0.205285392210761	8.05291026206245e-41	0.0144727127949484	14.1843063646239	4575	6.45118641093823e-37
"GO_HEME_TRANSPORT"	-0.219320436853683	4.9668743002652e-47	0.0144276211906437	-15.2014274533291	4575	4.12796923095041e-43
"GO_HEME_TRANSPORTER_ACTIVITY"	-0.217787114406102	2.48970400275785e-46	0.0144326995034562	-15.0898391776221	4575	2.06023006228212e-42
"GO_HEMIDESMOSOME"	-0.242107779940909	4.40194653117585e-58	0.0143477157740106	-16.8743083396915	4575	3.83145426073546e-54
"GO_HEMIDESMOSOME_ASSEMBLY"	-0.200672409167417	7.08123929512265e-39	0.0144868534489477	-13.8520355627669	4575	5.6062171499486e-35
"GO_HEMOGLOBIN_ALPHA_BINDING"	-0.298182691176414	1.30919278286505e-90	0.0141149499964047	-21.1253097780981	4575	1.27044067649224e-86
"GO_HEMOGLOBIN_BINDING"	-0.29368151681954	1.04315938212754e-87	0.0141355714959563	-20.7760624962034	4575	1.00153732278065e-83
"GO_HEMOGLOBIN_BIOSYNTHETIC_PROCESS"	-0.00829832878026647	1	0.0147871488828595	-0.561185178157331	4575	1
"GO_HEMOGLOBIN_COMPLEX"	-0.175906957090444	2.98449445556543e-29	0.0145570710970885	-12.083952597142	4575	2.18106854812722e-25
"GO_HEMOGLOBIN_METABOLIC_PROCESS"	0.0206690972842592	1	0.014784498980574	1.3980248712802	4575	1
"GO_HEPARAN_SULFATE_GLUCOSAMINE_3_SULFOTRANSFERASE_1_ACTIVITY"	-0.280651422444322	1.33634922297311e-79	0.0141933385498585	-19.7734607300776	4575	1.24895198379066e-75
"GO_HEPARAN_SULFATE_N_ACETYLGLUCOSAMINYLTRANSFERASE_ACTIVITY"	-0.259782446926558	1.68250438801473e-67	0.0142799558750021	-18.1921043174456	4575	1.51358094745805e-63
"GO_HEPARAN_SULFATE_PROTEOGLYCAN_BINDING"	-0.213528676224248	2.05831753398513e-44	0.014446607281132	-14.7805413457267	4575	1.68761454611441e-40
"GO_HEPARAN_SULFATE_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS"	-0.129881592179	6.77314953406556e-15	0.0146623993587625	-8.85814040397013	4575	4.00834989426e-11
"GO_HEPARAN_SULFATE_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS_ENZYMATIC_MODIFICATION"	-0.286087532873642	6.24663768233444e-83	0.0141695855135767	-20.1902541608944	4575	5.89869996342841e-79
"GO_HEPARAN_SULFATE_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS_POLYSACCHARIDE_CHAIN_BIOSYNTHETIC_PROCESS"	-0.246407748129712	2.63873748766221e-60	0.0143316991077025	-17.193198536891	4575	2.31601989292113e-56
"GO_HEPARAN_SULFATE_PROTEOGLYCAN_METABOLIC_PROCESS"	-0.146472896681406	1.49726362060507e-19	0.0146281684787015	-10.0130714856524	4575	9.66184214376453e-16
"GO_HEPARAN_SULFATE_SULFOTRANSFERASE_ACTIVITY"	-0.25928216685888	3.18373535600017e-67	0.0142819440120979	-18.1545430117391	4575	2.86185971150855e-63
"GO_HEPARIN_BINDING"	-0.113429504173272	7.5584854027967e-11	0.0146922191979361	-7.72037924598934	4575	4.03698705363372e-07
"GO_HEPARIN_METABOLIC_PROCESS"	-0.217880441937138	2.25859617566244e-46	0.0144323914749821	-15.0966277705828	4575	1.8701176334485e-42
"GO_HEPATIC_STELLATE_CELL_ACTIVATION"	-0.165578187421015	1.23294518413459e-25	0.0145835390629566	-11.3537726820781	4575	8.65280930225658e-22
"GO_HEPATICOBILIARY_SYSTEM_DEVELOPMENT"	0.0128151958263296	1	0.0147864437145952	0.866685463637222	4575	1
"GO_HEPATOCYTE_APOPTOTIC_PROCESS"	-0.00116746760371992	1	0.0147876479697568	-0.0789488366309223	4575	1
"GO_HEPATOCYTE_DIFFERENTIATION"	-0.35533491190709	3.09957991958655e-132	0.0138226015044474	-25.7068043083469	4575	3.12561639091108e-128
"GO_HEPATOCYTE_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY"	-0.012669001931605	1	0.0147864712635335	-0.856796845292588	4575	1
"GO_HEPOXILIN_METABOLIC_PROCESS"	-0.255105218365125	6.19065909970796e-65	0.0142983832254174	-17.8415429453338	4575	5.52763951012924e-61
"GO_HETEROCHROMATIN"	0.0901151254900898	4.47870156495815e-06	0.0147274923185511	6.11883703898312	4575	0.0196391063623415
"GO_HETEROCHROMATIN_ASSEMBLY"	-0.00338307708237447	1	0.0147875734232338	-0.228778379355945	4575	1
"GO_HETEROCHROMATIN_ORGANIZATION"	-0.0398300858678769	1	0.0147759235569343	-2.69560719601752	4575	1
"GO_HETEROPHILIC_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES"	0.10154465162581	2.82568607864941e-08	0.0147112203840579	6.90253078771433	4575	0.000137469627726294
"GO_HETEROTRIMERIC_G_PROTEIN_COMPLEX"	0.0443403530823374	1	0.0147731141327188	3.00142222445398	4575	1
