""	"X0"	"X1"	"X2"	"X3"	"X4"	"X5"	"X6"	"X7"	"AveExpr"	"F"	"P.Value"	"adj.P.Val"
"GO_ATPASE_BINDING"	0.0914923599454918	0.0807624151413008	0.0955243739963718	0.0892990791880689	0.0994619674508222	0.101822440620079	0.0961220023637041	0.09980043147748	0.0917824569509437	14951.8926096802	0	0
"GO_ATPASE_COMPLEX"	0.0533406729696542	0.0473754452946318	0.0560765527742192	0.0520956391746487	0.0636849297176196	0.0586550759380999	0.0539688353027588	0.0706471340118071	0.0544314141220663	5085.60883859155	0	0
"GO_ATPASE_COUPLED_AMIDE_TRANSPORTER_ACTIVITY"	0.166330303996204	0.159073603160304	0.178279533960495	0.159626947846213	0.187493693081225	0.179932624666211	0.170565844439156	0.184816117179224	0.169844375474019	12049.5907890615	0	0
"GO_ATPASE_COUPLED_INTRAMEMBRANE_LIPID_TRANSPORTER_ACTIVITY"	-0.0210518146118757	-0.0218390472400991	-0.0218793832171683	-0.0200906363793871	-0.0210723896894961	-0.0257974450292661	-0.0202386324920926	-0.0228134565047345	-0.0215964999636162	451.78671943506	0	0
"GO_ATPASE_COUPLED_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY"	0.113599066987956	0.105646810138336	0.119869078274282	0.109042617051362	0.12317838790489	0.124277552611616	0.112057517649019	0.127994972616607	0.114638987350233	35164.7013460661	0	0
"GO_ATPASE_COUPLED_LIPID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY"	-0.259875851639956	-0.267867812004766	-0.249176795817683	-0.272045071101717	-0.238663641938697	-0.243912966162715	-0.244661841439368	-0.232922236060293	-0.25617053235173	8387.71763770015	0	0
"GO_ATPASE_DEPENDENT_TRANSMEMBRANE_TRANSPORT_COMPLEX"	0.0906756583117665	0.0861692968171965	0.0902401168199069	0.0841389508772891	0.0897163761796246	0.0908048194758453	0.0878472596512791	0.08957141494875	0.0888580461319608	16282.4287499824	0	0
"GO_ATPASE_INHIBITOR_ACTIVITY"	0.0699635198174169	0.0658425170198598	0.0731253222148918	0.0607025520017343	0.0607186982659044	0.0647293589268203	0.0594763012462462	0.062165506393156	0.0668299710828049	1971.78411661343	0	0
"GO_ATPASE_REGULATOR_ACTIVITY"	0.135346482265321	0.122730806925205	0.155563616044403	0.134711304119197	0.153983853241799	0.16045791198989	0.152143939768703	0.142675630264212	0.140509907737266	26226.2108340493	0	0
"GO_ATRIAL_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION"	0.220414308717479	0.216262318514029	0.215366156773692	0.211328935994612	0.21678197298368	0.212172397595415	0.211674159137318	0.225728749952932	0.21683024787563	63321.109593286	0	0
"GO_ATRIAL_CARDIAC_MUSCLE_CELL_TO_AV_NODE_CELL_SIGNALING"	0.111107670308753	0.110629290967352	0.107248063911233	0.106749412956764	0.106240935517697	0.104467689322137	0.106205555284408	0.110967707286022	0.108865599283374	46882.4078627491	0	0
"GO_ATRIAL_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT"	0.116436457405668	0.124718615377991	0.114025794566477	0.123725829621698	0.110384940494738	0.108629336224631	0.122958572546339	0.104825217570372	0.117191726515813	13249.6524771866	0	0
"GO_ATRIAL_SEPTUM_DEVELOPMENT"	0.171118965778001	0.176161941766044	0.168614495178944	0.172378620959588	0.166483172360839	0.169335101164467	0.170728617909489	0.166312115252042	0.171097222795769	111834.034566657	0	0
"GO_ATRIAL_SEPTUM_MORPHOGENESIS"	0.149931361179648	0.154997988174884	0.146917111034988	0.150997595356951	0.143970526547079	0.148183189281224	0.149140488170228	0.141436748857232	0.14954410032037	132265.273336974	0	0
"GO_ATRIAL_SEPTUM_PRIMUM_MORPHOGENESIS"	0.122825299068426	0.126451003354309	0.12031227313511	0.123698848746907	0.117510754765175	0.126699622996648	0.122257224880057	0.116311122980072	0.122744693975887	34881.5750459567	0	0
"GO_ATRIOVENTRICULAR_VALVE_DEVELOPMENT"	0.12204218917532	0.129249378267759	0.119091328760335	0.124445227686628	0.116149561488685	0.117376927679278	0.123383221595076	0.116182132072996	0.122222403403238	60534.5433324415	0	0
"GO_ATRIOVENTRICULAR_VALVE_FORMATION"	-0.022603222597402	-0.0176945208151105	-0.0265501203347959	-0.0236379481164294	-0.0295874731430886	-0.0276491445294947	-0.0210117219652808	-0.0276456037111587	-0.0234261978954748	631.046920123836	0	0
"GO_ATTACHMENT_OF_GPI_ANCHOR_TO_PROTEIN"	0.0405081978534704	0.0326871175267897	0.0463873763635627	0.0320438161715116	0.0581705679577784	0.067196557064055	0.0421909709672115	0.0620540322621111	0.0433519518830902	424.653338117693	0	0
"GO_ATTACHMENT_OF_MITOTIC_SPINDLE_MICROTUBULES_TO_KINETOCHORE"	0.0989088201263074	0.0969259594537666	0.0955843525203786	0.104233811845109	0.0980055362106844	0.0993052660421318	0.0974250159577253	0.112621946000623	0.098886643412966	7040.95160828165	0	0
"GO_AU_RICH_ELEMENT_BINDING"	0.137297029412278	0.124700807334882	0.151120779237835	0.131846691711597	0.1551146891482	0.149001750343045	0.15096346986412	0.143846389279391	0.139813539660899	14363.4498682966	0	0
"GO_AUDITORY_RECEPTOR_CELL_FATE_COMMITMENT"	0.0627292149506194	0.0646569218211352	0.0690757216773796	0.059156879352271	0.0672232692628311	0.0759288589488724	0.063564717792699	0.0653602189789553	0.0652060168364036	3557.17231850193	0	0
"GO_AUTOCRINE_SIGNALING"	0.0912488121810667	0.0955021285922525	0.0890555456571634	0.091461413011912	0.0886081065830374	0.0951435175455668	0.0900430654030188	0.0808346138999755	0.0913257786199828	16772.0908549876	0	0
"GO_AUTOLYSOSOME"	0.140988775258423	0.129072193508624	0.146066334949581	0.135423564177026	0.162547569801241	0.161170398855802	0.145687024590428	0.157057985831113	0.143016408618374	6767.46544744438	0	0
"GO_AUTONOMIC_NERVOUS_SYSTEM_DEVELOPMENT"	0.0900284565705456	0.0894568820525252	0.0896605839645225	0.0861946595811244	0.0875178431020739	0.0944917340290814	0.087664989892564	0.0871159883100723	0.0893575371960713	40255.6404991158	0	0
"GO_AUTOPHAGIC_CELL_DEATH"	0.119812629379252	0.107849273764022	0.111872913187886	0.116510606120191	0.113440554842116	0.101437939858222	0.114709015677417	0.137120183309367	0.114515085956169	3897.19934934503	0	0
"GO_AUTOPHAGOSOME"	0.0615858474348633	0.0512838946285644	0.0658686985483478	0.0589688807782694	0.0749441395989243	0.0743297175044553	0.0627390532061163	0.0809047192334554	0.0628186703003824	8653.65157298911	0	0
"GO_AUTOPHAGOSOME_MATURATION"	0.0671975469883157	0.0547306194494737	0.0740072794881238	0.0648167639435097	0.0863290018914788	0.0892194018910518	0.0688548855231493	0.0879106294642174	0.0696364892712741	5131.48574670451	0	0
"GO_AUTOPHAGOSOME_MEMBRANE"	0.0492305514584551	0.0341684232301998	0.055439080695473	0.0475221553230435	0.0682533797716604	0.0726491384318085	0.0511715660401017	0.0765068804048703	0.0514826013967767	2283.79979109755	0	0
"GO_AUTOPHAGOSOME_ORGANIZATION"	0.103372925007758	0.0977207278993798	0.107221124834731	0.100363791528279	0.114545985942894	0.114319552461292	0.107496966207643	0.116955900447434	0.105027984511474	34501.4889717	0	0
"GO_AUTOPHAGY_OF_MITOCHONDRION"	0.11878034631977	0.109160080562092	0.123765718742024	0.113005593053011	0.131336470612346	0.132300334900744	0.121355159590525	0.136699261159846	0.119965699827325	26242.7494701136	0	0
"GO_AUTOPHAGY_OF_NUCLEUS"	0.195365490917614	0.197915158799459	0.194594844763861	0.193157936182183	0.197774742292963	0.195267091814679	0.198973184982985	0.210856896768345	0.196498020014087	17151.9220169273	0	0
"GO_AV_NODE_CELL_TO_BUNDLE_OF_HIS_CELL_COMMUNICATION"	-0.0870809278347686	-0.0838826604090157	-0.0892535992048131	-0.0858317103721125	-0.0922323048457749	-0.0914888778276974	-0.0883579913688301	-0.0931934401480517	-0.0877250031774132	77896.2735450627	0	0
"GO_AXIAL_MESODERM_DEVELOPMENT"	0.203759447689089	0.210021565498519	0.199627843587329	0.209062515873571	0.194198287081741	0.194164990299901	0.207007508450638	0.193286533633324	0.203117081240697	102164.126967368	0	0
"GO_AXIS_ELONGATION"	0.0157661076118753	0.0183371135858897	0.0160729449093096	0.0166113329704504	0.0152393488107828	0.0100984060983445	0.0255045647227048	0.00715054169097407	0.0161354901167115	889.016807190846	0	0
"GO_AXIS_ELONGATION_INVOLVED_IN_SOMITOGENESIS"	0.0550026942790797	0.0598028014408522	0.0515250506186709	0.0571377336153803	0.0499722408569769	0.0496047974791758	0.0547929539690967	0.047218867265148	0.054477127329587	4138.39259330716	0	0
"GO_AXIS_SPECIFICATION"	0.097480420622952	0.0985011784434375	0.0974649936421577	0.0997250401816911	0.0945359082072978	0.0925327190637969	0.100482802922743	0.0924465911040367	0.0972644270434029	63670.4525420018	0	0
"GO_AXO_DENDRITIC_PROTEIN_TRANSPORT"	0.128615812974741	0.126527336219744	0.130230512569266	0.124885277936166	0.125328238025642	0.130376308032008	0.128170100274504	0.126715087504771	0.127866061692174	15581.2091798506	0	0
"GO_AXO_DENDRITIC_TRANSPORT"	0.0974303586613355	0.0933970400946524	0.0965457165754889	0.0959397613607342	0.0974227696802023	0.0996292462397969	0.0972808526096872	0.101303107950942	0.096654505182807	21903.9706719932	0	0
"GO_AXOLEMMA"	-0.0518000395723348	-0.0511547387347239	-0.0500116089312446	-0.0527868806919096	-0.0530282019927886	-0.0515814872309151	-0.0510266211485277	-0.0570571317761609	-0.051729489807488	4268.72276923923	0	0
"GO_AXON"	0.0698502265862062	0.0681612480636352	0.071093348953916	0.0693655000086506	0.0712436082392644	0.0711848353689887	0.0697185959186259	0.072283459345334	0.0699709775778901	139783.997612668	0	0
"GO_AXON_CYTOPLASM"	0.0782718765058309	0.0735121109602895	0.0771783637867665	0.0757197435552467	0.0796115671027869	0.0819296526417469	0.077408079357868	0.0827963079204885	0.0774230481704267	11156.9556695019	0	0
"GO_AXON_DEVELOPMENT"	0.0880706384639557	0.0849841921676316	0.0897777559258317	0.0862241804695809	0.0888550619171428	0.0886850954805137	0.0887050722359453	0.0887810715997476	0.0877403211740409	251027.580491251	0	0
"GO_AXON_ENSHEATHMENT_IN_CENTRAL_NERVOUS_SYSTEM"	-0.0386862642356581	-0.0388626616285553	-0.0378526264920552	-0.0412425478980209	-0.0396180604102817	-0.0368018323029702	-0.0406606591181509	-0.0375158703897315	-0.0388345376880944	3585.07411680954	0	0
"GO_AXON_EXTENSION"	0.104217640877648	0.0998872387245685	0.107168463860203	0.101384988714921	0.10572127551118	0.105114215220614	0.104784450717194	0.105545837726651	0.103853058429134	108345.89142728	0	0
"GO_AXON_GUIDANCE_RECEPTOR_ACTIVITY"	0.250297582450621	0.257266990175393	0.245763641099373	0.25229808220196	0.241146513701315	0.242580900605131	0.247862686882431	0.238091308221127	0.249222297645538	351563.036915592	0	0
"GO_AXON_HILLOCK"	0.0200595436245205	0.0203702038678902	0.020577427248142	0.0214626889450996	0.0218260078302753	0.0187992438668656	0.0229734569498876	0.0155188178574948	0.0203756148547142	247.013603627647	0	0
"GO_AXON_INITIAL_SEGMENT"	0.185857249725397	0.190578111720155	0.179282586191846	0.187606655026985	0.172681748983867	0.171728548283842	0.183751052538255	0.175195457226219	0.183293983530304	130483.0722008	0	0
"GO_AXONAL_FASCICULATION"	0.110908836465009	0.114406131296766	0.109775386334602	0.110466187219686	0.108114815472254	0.10534979538875	0.110555783334719	0.105055835063539	0.110508607015393	75224.5265963465	0	0
"GO_AXONAL_GROWTH_CONE"	0.0620988176192019	0.0550768182916728	0.0651320550731515	0.0572549450350975	0.0666589044190889	0.0685258252636237	0.062283353151256	0.0678933036907291	0.0618209489072482	5864.57999141118	0	0
"GO_AXONAL_TRANSPORT_OF_MITOCHONDRION"	0.114661563172822	0.117558886836304	0.10963339831445	0.115227071549755	0.109727300854859	0.111023305323217	0.11310586487193	0.106287024538733	0.11340697937361	13570.6436591519	0	0
"GO_AXONEMAL_DYNEIN_COMPLEX"	0.0396710419031363	0.0425227566301581	0.0358704352518372	0.0394245302546199	0.03233867115069	0.0329276151891698	0.0369206387819592	0.0302175959844724	0.038012179603185	8263.42244277491	0	0
"GO_AXONEMAL_DYNEIN_COMPLEX_ASSEMBLY"	0.0166602539467229	0.0180165260670972	0.0144076037401876	0.0152912424694161	0.0127024203104552	0.0112210900094734	0.0149393909019822	0.00851002082378107	0.0153306639804068	1629.04606330369	0	0
"GO_AXONEMAL_MICROTUBULE"	0.0662174297727556	0.0695089431212202	0.0638497880557181	0.0650138346563416	0.0596948144986971	0.0594258430984945	0.0628633860402023	0.0601296028608186	0.0649457740663329	7470.71865200998	0	0
"GO_AXONEME_ASSEMBLY"	0.0303308700804664	0.0326694437478091	0.027967343978293	0.0312307518497848	0.0257897357014072	0.0265188668330109	0.0297853916689985	0.0244516052773209	0.0295951265645532	7764.42074221147	0	0
"GO_AXONOGENESIS_INVOLVED_IN_INNERVATION"	0.14302017750875	0.148389827779392	0.144222160945538	0.144596178108021	0.146913643453879	0.142615293834169	0.143801253547088	0.13504558211102	0.144441310364111	59021.4704068507	0	0
"GO_AZOLE_TRANSMEMBRANE_TRANSPORT"	0.0267006888637007	0.0311765803720749	0.0270907799225289	0.0270824239662988	0.026687398211032	0.026524723990212	0.0281114345653045	0.0207120752103686	0.0274987827607576	1318.86915369933	0	0
"GO_AZOLE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY"	0.0553114328051199	0.0604664590557395	0.0562170831555616	0.0560521400358137	0.0550492998204649	0.0554519502595623	0.0571303754555054	0.0495876174630939	0.0563891677625498	4604.04044120748	0	0
"GO_AZUROPHIL_GRANULE"	0.0766156558372075	0.0617194586426859	0.0853036046433966	0.0688336931223768	0.0939328884598489	0.0941909994665553	0.0742355249927443	0.0997662719842539	0.077806825061321	11552.6639453351	0	0
"GO_AZUROPHIL_GRANULE_LUMEN"	0.0760429613105325	0.0631886068980882	0.0843977889250558	0.0690143324361918	0.0902547472458935	0.0939715187516074	0.0745303685531961	0.0975626505736958	0.0773913584682452	9834.00039103001	0	0
"GO_AZUROPHIL_GRANULE_MEMBRANE"	0.0739714369328158	0.056932447970371	0.083190806189658	0.0646546235975942	0.094610946677105	0.0898558760472195	0.0712969524218451	0.0962149767599052	0.0748045449177332	6280.98555357374	0	0
"GO_B_1_B_CELL_DIFFERENTIATION"	0.150230694517431	0.146398582501176	0.143745499454124	0.140865656668439	0.139328447044466	0.137716295841329	0.145573508771228	0.158529330162192	0.145868922140636	6016.23416568219	0	0
"GO_B_CELL_ACTIVATION"	0.0499365893264222	0.0419642643331525	0.0574164465681029	0.0465070491244172	0.0583750959840367	0.0641692568652056	0.0530035861165483	0.0601276340384366	0.0514948394825399	20334.9529615673	0	0
"GO_B_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE"	0.0846602301257524	0.0741831067297226	0.0932283935934917	0.0820449760767879	0.0893829243588807	0.0954873821796651	0.0881262530919523	0.0954146483075543	0.0854803691887369	17917.3315472051	0	0
"GO_B_CELL_APOPTOTIC_PROCESS"	0.147285047000676	0.142267931957012	0.151479589371041	0.144295360884033	0.15355645141688	0.15819293512487	0.151318400752604	0.166493664901192	0.148912413176462	21891.3285057191	0	0
"GO_B_CELL_CHEMOTAXIS"	0.119152490189115	0.123573975502245	0.123943109893179	0.120013807319424	0.125555067580315	0.121737456868148	0.118903106600601	0.115303592065042	0.121417947711618	26568.5485294429	0	0
"GO_B_CELL_DIFFERENTIATION"	0.0930341058043721	0.0799045749522896	0.100369190995756	0.0891814136574421	0.100971831901313	0.103296600901706	0.0945789378788873	0.106239821939777	0.0932536796477104	21563.4358972462	0	0
"GO_B_CELL_HOMEOSTASIS"	0.132827928736125	0.12402942246959	0.145071280990983	0.130897539825422	0.149737860709886	0.167474339185918	0.142182397125618	0.151985841411659	0.137898999275298	15263.9510372449	0	0
"GO_B_CELL_MEDIATED_IMMUNITY"	0.0232516799235591	0.0225591355406973	0.0266591820873226	0.0226715925808921	0.0259685698181014	0.0309976222518334	0.0257471899529801	0.025281254709536	0.0245713780800878	11337.1283125368	0	0
"GO_B_CELL_PROLIFERATION"	0.131476823434602	0.127969097825468	0.139565032482011	0.133040249041137	0.138320432366476	0.144126305010517	0.137119539502999	0.136277319547104	0.134152857327088	72204.5857816469	0	0
"GO_B_CELL_PROLIFERATION_INVOLVED_IN_IMMUNE_RESPONSE"	0.106333327589229	0.110413162626438	0.102839458180603	0.106659040285228	0.0996414056800941	0.0992625232624301	0.103526684876069	0.0969289488332295	0.105046456750085	41406.4166271979	0	0
"GO_B_CELL_RECEPTOR_SIGNALING_PATHWAY"	-0.0192680171012366	-0.0222194158938665	-0.0154730068495981	-0.0195323717544539	-0.0127436610615181	-0.0103312869025063	-0.0188419488579328	-0.0117217819899562	-0.0177880942955091	1891.38275754684	0	0
"GO_BARBED_END_ACTIN_FILAMENT_CAPPING"	0.0971301437219413	0.0918039534329103	0.0982434463603265	0.0975852456021521	0.094977353802985	0.0989247878533096	0.0925509255497457	0.111940029563746	0.0965866059402752	11477.4601095522	0	0
"GO_BARR_BODY"	0.273727320427704	0.261074840687617	0.263081872577532	0.265881062633236	0.252252011318922	0.230115791989526	0.267209004350583	0.329285058426785	0.265819826822878	2220.39101779328	0	0
"GO_BASAL_CORTEX"	0.239894724095229	0.246759959194579	0.237886934818687	0.241735695205874	0.233767535765405	0.232096482982174	0.24070864804941	0.229853839183909	0.239688605051042	129659.471185396	0	0
"GO_BASAL_DENDRITE"	0.183159260411273	0.188937510104788	0.181375308702212	0.183012649764252	0.182816652865564	0.175316256436923	0.180698958157155	0.174572166019268	0.182964721850671	39731.805369777	0	0
"GO_BASAL_PART_OF_CELL"	0.139146923102659	0.144023917308187	0.138360414105462	0.139135464410837	0.13408092515217	0.134560083712463	0.14051824466588	0.131081636311344	0.138988875047911	128250.326055503	0	0
"GO_BASAL_PLASMA_MEMBRANE"	0.108519451532986	0.113123025302802	0.107568249748056	0.107894835754628	0.103548516156426	0.104502785744837	0.109756381372344	0.100873314320132	0.108280107694856	57062.4745300951	0	0
"GO_BASAL_TRANSCRIPTION_MACHINERY_BINDING"	0.0679394814248172	0.0628770112100753	0.0665684865031014	0.0669932509997334	0.0752673567471901	0.0705275587602775	0.0695213469234416	0.0773420568916276	0.0678825044532145	5664.29105635304	0	0
"GO_BASE_CONVERSION_OR_SUBSTITUTION_EDITING"	-0.129413158520228	-0.134279834780465	-0.10616780124925	-0.134286054847064	-0.0781005556005269	-0.0924777265377866	-0.132603960374995	-0.112825447624227	-0.119766847374227	10115.3069504499	0	0
"GO_BASE_EXCISION_REPAIR"	0.0458380218411929	0.0447620809558801	0.0465176903241379	0.0481154290414545	0.0501263274441424	0.0507127352107352	0.0505598458039899	0.0520300899439077	0.0471239544941293	3862.06425068518	0	0
"GO_BASE_EXCISION_REPAIR_AP_SITE_FORMATION"	0.0710808851369099	0.0686343159661496	0.0718667847053523	0.0677596309002253	0.0801747945479176	0.0778608338244186	0.0699820024339662	0.081592755078823	0.0719928633871604	2649.72138434994	0	0
"GO_BASE_EXCISION_REPAIR_GAP_FILLING"	-0.113848112593032	-0.122199884934912	-0.102190175404203	-0.117274888550241	-0.0996297228540129	-0.0978018643491147	-0.0948386604600817	-0.104655989767588	-0.110301078435077	2724.27174644838	0	0
"GO_BASEMENT_MEMBRANE"	0.0902825887182475	0.0905440894724091	0.0887265992022598	0.0873602469876118	0.0832467277149833	0.0844529815389788	0.0863835711387922	0.0849278035571034	0.0884141344042678	84690.8806236473	0	0
"GO_BASEMENT_MEMBRANE_ASSEMBLY"	0.17753999279451	0.180845452102862	0.174827983007958	0.176583706397316	0.169601996162459	0.168994699458115	0.175857772736882	0.167072935029288	0.175919610093362	118262.116868256	0	0
"GO_BASEMENT_MEMBRANE_COLLAGEN_TRIMER"	0.126318448014155	0.131947662296039	0.123141341030913	0.128002600756377	0.118627699725453	0.120382306232528	0.124818765183319	0.116251520073695	0.125545140251976	131308.337538263	0	0
"GO_BASEMENT_MEMBRANE_ORGANIZATION"	0.0753182715898156	0.0685556375269536	0.0701330118155475	0.0676888439793252	0.0650414058253719	0.0671115601103137	0.0706523562562023	0.0707382359401835	0.07061718891583	14924.581275143	0	0
"GO_BASIC_AMINO_ACID_TRANSMEMBRANE_TRANSPORT"	0.0384956840299173	0.0398550707378198	0.0390075965887409	0.0364491132682063	0.0334966770509037	0.0364836014348943	0.0386296922402003	0.0309914277162939	0.0378114390760199	1897.40212900822	0	0
"GO_BASIC_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY"	-0.0513035119079574	-0.0504092873003627	-0.049728621849978	-0.0537599476886557	-0.050940153615551	-0.0512028102705171	-0.0505289128716703	-0.0556597276111362	-0.0511964813001488	3391.61940814342	0	0
"GO_BASIC_AMINO_ACID_TRANSPORT"	0.050080553437223	0.0501993823189861	0.0503704796245937	0.0475547201801348	0.0493401286188584	0.0465837124492517	0.0481286664163645	0.0445818023541019	0.0493033536964337	3103.50932807274	0	0
"GO_BASOLATERAL_PLASMA_MEMBRANE"	0.0951808596903306	0.0930527194237013	0.096203909994909	0.0928577103075884	0.0920546788157934	0.0913275851923593	0.0934745136969733	0.09359511845064	0.0940400186409342	172678.691523982	0	0
"GO_BBSOME"	0.038805761421709	0.040965027521388	0.0395193741907156	0.0440684146775538	0.0400314262479374	0.0377341691847024	0.0430945061997069	0.032458450898353	0.0398437350108128	1080.88616630567	0	0
"GO_BCL_2_FAMILY_PROTEIN_COMPLEX"	0.098666774438842	0.0891961771602616	0.130076687634061	0.0956092233116045	0.141637585314581	0.170248632042656	0.114078206773146	0.135372903846228	0.112270371707911	2272.35641559735	0	0
"GO_BEHAVIOR"	0.0532317043422856	0.0508323785513142	0.0558654594833519	0.052373290633431	0.055006060898825	0.05570401085011	0.0560716494632125	0.0538709133889671	0.0535967031698009	78815.3387974463	0	0
"GO_BEHAVIORAL_RESPONSE_TO_COCAINE"	0.0486064460531907	0.0522914891972529	0.0472746196498993	0.0477614432899528	0.0494875657895816	0.0496844292284035	0.0462601751166664	0.0482568675283317	0.0490416772882115	5834.86071129067	0	0
"GO_BEHAVIORAL_RESPONSE_TO_ETHANOL"	0.0804346801636094	0.0826676763255492	0.0780100486492024	0.0818652619350151	0.0729410511564843	0.0733940938608378	0.0801287959597357	0.0740104630332454	0.0792409944172324	18300.9515917982	0	0
"GO_BEHAVIORAL_RESPONSE_TO_NICOTINE"	-0.237114489597457	-0.239381928167205	-0.232665854830875	-0.23989988890893	-0.232355784123416	-0.233235004366711	-0.238121010024014	-0.23829475276147	-0.236532049090601	29172.6588853596	0	0
"GO_BEHAVIORAL_RESPONSE_TO_PAIN"	0.108418172571486	0.0955802823554329	0.107611437837992	0.100507262975856	0.105702236618946	0.105447116218296	0.0955695644503581	0.12108426204474	0.10444628243542	5048.79689012273	0	0
"GO_BENZENE_CONTAINING_COMPOUND_METABOLIC_PROCESS"	0.116253251078216	0.119562677467754	0.114661684025036	0.118228801872891	0.110948442490389	0.113294666942923	0.115450250487031	0.109871367846038	0.115892036265507	50012.2641349312	0	0
"GO_BENZODIAZEPINE_RECEPTOR_ACTIVITY"	0.11500630900254	0.0600648217341177	0.116323646153887	0.0904519291786962	0.107846054917364	0.125933555643253	0.0790023327938354	0.186389685680473	0.103259150553935	260.960624123074	0	0
"GO_BENZODIAZEPINE_RECEPTOR_BINDING"	-0.230596353646629	-0.237377248414785	-0.224030332739784	-0.234648536427945	-0.218753397131418	-0.216460084474481	-0.231956349102208	-0.216700730259349	-0.228817544231474	67019.0432011913	0	0
"GO_BETA_1_3_GALACTOSYLTRANSFERASE_ACTIVITY"	0.245339867708866	0.250117999538342	0.243796969478825	0.246050502302239	0.241992524593703	0.240325582677975	0.24450166860617	0.23697079356131	0.245100606328725	118812.436218705	0	0
"GO_BETA_2_MICROGLOBULIN_BINDING"	0.251357085734704	0.251464441925536	0.253476634603704	0.257480012822174	0.257548499253835	0.248093042997185	0.252368105597146	0.251066036700234	0.252636496803063	18467.3040765786	0	0
"GO_BETA_CATENIN_BINDING"	0.0335390440495271	0.0294797891807897	0.0367851739086494	0.0318303384436684	0.0345531758284637	0.0344433871366693	0.0385380919232707	0.0370647805056223	0.0336498997036175	5077.68768968262	0	0
"GO_BETA_CATENIN_DESTRUCTION_COMPLEX"	0.0970399146594147	0.097121796493077	0.100764818375324	0.0959796597692895	0.101287170085874	0.100463692080316	0.101515350756274	0.101755637234735	0.0985543382569933	10682.1768550718	0	0
"GO_BETA_CATENIN_DESTRUCTION_COMPLEX_ASSEMBLY"	0.162447087036364	0.163593259792161	0.165378452953795	0.160719223307523	0.166217616967527	0.163443315264477	0.164826615031201	0.170592661085913	0.163794893739434	13838.1186725396	0	0
"GO_BETA_CATENIN_DESTRUCTION_COMPLEX_DISASSEMBLY"	0.120834279176442	0.118595134931107	0.122512874846329	0.119948242635488	0.123457130912079	0.122283855506948	0.11970454764366	0.124748542711405	0.120997346903609	34440.0683505432	0	0
"GO_BETA_CATENIN_TCF_COMPLEX"	0.115926605943429	0.118966280823436	0.117302003555645	0.121856355919825	0.105940612662256	0.101915250100972	0.126757322559271	0.113552060337834	0.115962370817272	12138.5427147076	0	0
"GO_BETA_CATENIN_TCF_COMPLEX_ASSEMBLY"	0.110532180119483	0.114847863945256	0.107026539255544	0.116509720933811	0.100141294918854	0.092579253450313	0.117626020483186	0.107167229526994	0.109504701421865	17538.6385134155	0	0
"GO_BETA_GALACTOSIDASE_ACTIVITY"	0.165788925438038	0.16373953762383	0.16134126714277	0.161898140373607	0.163047241127631	0.172435964316048	0.155312069307453	0.177374293504707	0.164434429924317	8893.06544316039	0	0
"GO_BETA_GLUCOSIDASE_ACTIVITY"	0.104161220815237	0.107437576989936	0.102771257642872	0.105791181133266	0.0993784427905139	0.100297144502865	0.10136546169513	0.0979079416667069	0.10367872953152	29352.5288073075	0	0
"GO_BETA_N_ACETYLGLUCOSAMINYLGLYCOPEPTIDE_BETA_1_4_GALACTOSYLTRANSFERASE_ACTIVITY"	0.282808077031238	0.283217586114309	0.285053997897778	0.278517095342492	0.284899481317081	0.287313590185644	0.283941414891833	0.281018629937189	0.283317746198532	70387.0259629177	0	0
"GO_BETA_TUBULIN_BINDING"	0.125787577661759	0.118068543468861	0.12622746366483	0.12483541799974	0.133829262976365	0.131248452705941	0.127592620653011	0.1381291340817	0.12588454356517	21018.9295269497	0	0
"GO_BH_DOMAIN_BINDING"	0.0626803685000114	0.0539554232540899	0.0853825139663437	0.0698224334649775	0.0836270655996378	0.102486283299131	0.0832311801076582	0.0670185535337047	0.0710021858129456	1218.12744743788	0	0
"GO_BH3_DOMAIN_BINDING"	0.0584509233936609	0.0441529398539791	0.0981691172347874	0.0732029572914998	0.0990226908404083	0.143527911165171	0.0832671945278003	0.0797071830125763	0.074739175068092	509.909154362181	0	0
"GO_BICARBONATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY"	0.157947224962068	0.162377573055602	0.156348875982194	0.158466237237348	0.152614223890662	0.15198488239693	0.155549516429538	0.149772020664447	0.157308681251239	167727.456006218	0	0
"GO_BICARBONATE_TRANSPORT"	0.120511278083494	0.122209009839159	0.119179141525771	0.119181592169825	0.113685692955598	0.113387035526891	0.116439781677356	0.111941980944328	0.118905905245087	69914.3025615689	0	0
"GO_BILE_ACID_AND_BILE_SALT_TRANSPORT"	-0.0477995108853022	-0.0458094955558848	-0.047542826624373	-0.0486561191896772	-0.0481981494720924	-0.0474061762926414	-0.0480514360624023	-0.051261538570934	-0.0476044011919912	8861.02228444774	0	0
